#catalogue_i	 catalogue_j     ell_i   ell_j	s_i		s_j		 Cov^-1_ij    
pre-recon pre-recon 0 2 72.500000 42.500000 -3.102629e+03
pre-recon pre-recon 0 2 72.500000 47.500000 9.011907e+03
pre-recon pre-recon 0 2 72.500000 52.500000 -1.447454e+04
pre-recon pre-recon 0 2 72.500000 57.500000 -5.376266e+03
pre-recon pre-recon 0 2 72.500000 62.500000 3.902034e+03
pre-recon pre-recon 0 2 72.500000 67.500000 -2.689888e+02
pre-recon pre-recon 0 2 72.500000 72.500000 -2.030512e+04
pre-recon pre-recon 0 2 72.500000 77.500000 6.708576e+02
pre-recon pre-recon 0 2 72.500000 82.500000 -6.881572e+03
pre-recon pre-recon 0 2 72.500000 87.500000 3.643281e+03
pre-recon pre-recon 0 2 72.500000 92.500000 -2.601933e+04
pre-recon pre-recon 0 2 72.500000 97.500000 1.542422e+03
pre-recon pre-recon 0 2 72.500000 102.500000 7.025084e+03
pre-recon pre-recon 0 2 72.500000 107.500000 3.979626e+04
pre-recon pre-recon 0 2 72.500000 112.500000 1.845229e+04
pre-recon pre-recon 0 2 72.500000 117.500000 -3.919548e+03
pre-recon pre-recon 0 2 72.500000 122.500000 2.809235e+04
pre-recon pre-recon 0 2 72.500000 127.500000 -1.091589e+04
pre-recon pre-recon 0 2 72.500000 132.500000 -6.923945e+03
pre-recon pre-recon 0 2 72.500000 137.500000 2.334407e+04
pre-recon pre-recon 0 2 72.500000 142.500000 6.651802e+03
pre-recon pre-recon 0 2 72.500000 147.500000 3.811193e+04
pre-recon pre-recon 0 2 72.500000 152.500000 -2.246800e+03
pre-recon pre-recon 0 2 72.500000 157.500000 1.732149e+04
pre-recon pre-recon 0 4 72.500000 22.500000 -4.476696e+03
pre-recon pre-recon 0 4 72.500000 27.500000 -2.422898e+03
pre-recon pre-recon 0 4 72.500000 32.500000 -3.960480e+02
pre-recon pre-recon 0 4 72.500000 37.500000 -2.736293e+03
pre-recon pre-recon 0 4 72.500000 42.500000 5.769259e+03
pre-recon pre-recon 0 4 72.500000 47.500000 -3.595778e+03
pre-recon pre-recon 0 4 72.500000 52.500000 8.962133e+02
pre-recon pre-recon 0 4 72.500000 57.500000 -8.163444e+02
pre-recon pre-recon 0 4 72.500000 62.500000 -3.162041e+03
pre-recon pre-recon 0 4 72.500000 67.500000 5.811868e+03
pre-recon pre-recon 0 4 72.500000 72.500000 1.117885e+04
pre-recon pre-recon 0 4 72.500000 77.500000 7.705921e+03
pre-recon pre-recon 0 4 72.500000 82.500000 -2.922471e+03
pre-recon pre-recon 0 4 72.500000 87.500000 1.734938e+03
pre-recon pre-recon 0 4 72.500000 92.500000 -3.820829e+03
pre-recon pre-recon 0 4 72.500000 97.500000 2.711898e+03
pre-recon pre-recon 0 4 72.500000 102.500000 -4.686846e+03
pre-recon pre-recon 0 4 72.500000 107.500000 -4.565365e+02
pre-recon pre-recon 0 4 72.500000 112.500000 -1.463546e+03
pre-recon pre-recon 0 4 72.500000 117.500000 1.256899e+04
pre-recon pre-recon 0 4 72.500000 122.500000 2.548723e+03
pre-recon pre-recon 0 4 72.500000 127.500000 2.129372e+04
pre-recon pre-recon 0 4 72.500000 132.500000 5.131356e+03
pre-recon pre-recon 0 4 72.500000 137.500000 2.432295e+03
pre-recon pre-recon 0 4 72.500000 142.500000 -2.348084e+03
pre-recon pre-recon 0 4 72.500000 147.500000 -3.657637e+03
pre-recon pre-recon 0 4 72.500000 152.500000 -2.236611e+03
pre-recon pre-recon 0 4 72.500000 157.500000 -2.071660e+04
pre-recon pre-recon 0 0 77.500000 22.500000 1.023759e+04
pre-recon pre-recon 0 0 77.500000 27.500000 -7.943326e+03
pre-recon pre-recon 0 0 77.500000 32.500000 -4.433622e+03
pre-recon pre-recon 0 0 77.500000 37.500000 -2.695703e+04
pre-recon pre-recon 0 0 77.500000 42.500000 -1.125441e+03
pre-recon pre-recon 0 0 77.500000 47.500000 1.535986e+03
pre-recon pre-recon 0 0 77.500000 52.500000 -3.562286e+04
pre-recon pre-recon 0 0 77.500000 57.500000 -4.287274e+04
pre-recon pre-recon 0 0 77.500000 62.500000 -7.279592e+03
pre-recon pre-recon 0 0 77.500000 67.500000 -1.438359e+04
pre-recon pre-recon 0 0 77.500000 72.500000 -3.276476e+04
pre-recon pre-recon 0 0 77.500000 77.500000 6.797931e+05
pre-recon pre-recon 0 0 77.500000 82.500000 -3.919360e+04
pre-recon pre-recon 0 0 77.500000 87.500000 -4.189363e+04
pre-recon pre-recon 0 0 77.500000 92.500000 -1.787432e+04
pre-recon pre-recon 0 0 77.500000 97.500000 -2.880895e+04
pre-recon pre-recon 0 0 77.500000 102.500000 -4.572494e+04
pre-recon pre-recon 0 0 77.500000 107.500000 -3.489706e+04
pre-recon pre-recon 0 0 77.500000 112.500000 4.296656e+04
pre-recon pre-recon 0 0 77.500000 117.500000 5.016478e+04
pre-recon pre-recon 0 0 77.500000 122.500000 -2.832731e+04
pre-recon pre-recon 0 0 77.500000 127.500000 -4.532219e+04
pre-recon pre-recon 0 0 77.500000 132.500000 -3.405507e+04
pre-recon pre-recon 0 0 77.500000 137.500000 2.664256e+04
pre-recon pre-recon 0 0 77.500000 142.500000 -7.943082e+03
pre-recon pre-recon 0 0 77.500000 147.500000 3.883849e+04
pre-recon pre-recon 0 0 77.500000 152.500000 2.216231e+04
pre-recon pre-recon 0 0 77.500000 157.500000 -2.988080e+04
pre-recon pre-recon 0 2 77.500000 22.500000 -1.391621e+03
pre-recon pre-recon 0 2 77.500000 27.500000 -1.239936e+03
pre-recon pre-recon 0 2 77.500000 32.500000 5.410761e+03
pre-recon pre-recon 0 2 77.500000 37.500000 -3.098933e+03
pre-recon pre-recon 0 2 77.500000 42.500000 4.071348e+01
pre-recon pre-recon 0 2 77.500000 47.500000 4.798380e+03
pre-recon pre-recon 0 2 77.500000 52.500000 6.896169e+02
pre-recon pre-recon 0 2 77.500000 57.500000 4.190316e+03
pre-recon pre-recon 0 2 77.500000 62.500000 2.306775e+04
pre-recon pre-recon 0 2 77.500000 67.500000 -1.086810e+04
pre-recon pre-recon 0 2 77.500000 72.500000 -8.160664e+02
pre-recon pre-recon 0 2 77.500000 77.500000 7.745098e+03
pre-recon pre-recon 0 2 77.500000 82.500000 -9.966979e+03
pre-recon pre-recon 0 2 77.500000 87.500000 -6.910097e+02
pre-recon pre-recon 0 2 77.500000 92.500000 -3.987670e+03
pre-recon pre-recon 0 2 77.500000 97.500000 2.029208e+04
pre-recon pre-recon 0 2 77.500000 102.500000 2.316633e+03
pre-recon pre-recon 0 2 77.500000 107.500000 1.748489e+03
pre-recon pre-recon 0 2 77.500000 112.500000 2.989079e+04
pre-recon pre-recon 0 2 77.500000 117.500000 -1.002579e+04
pre-recon pre-recon 0 2 77.500000 122.500000 4.731411e+03
pre-recon pre-recon 0 2 77.500000 127.500000 -1.181679e+04
pre-recon pre-recon 0 2 77.500000 132.500000 2.207518e+04
pre-recon pre-recon 0 2 77.500000 137.500000 -4.053011e+03
pre-recon pre-recon 0 2 77.500000 142.500000 1.236547e+04
pre-recon pre-recon 0 2 77.500000 147.500000 -1.755593e+04
pre-recon pre-recon 0 2 77.500000 152.500000 8.410653e+03
pre-recon pre-recon 0 2 77.500000 157.500000 3.774275e+04
pre-recon pre-recon 0 4 77.500000 22.500000 -7.044109e+02
pre-recon pre-recon 0 4 77.500000 27.500000 -3.640614e+03
pre-recon pre-recon 0 4 77.500000 32.500000 -5.141271e+03
pre-recon pre-recon 0 4 77.500000 37.500000 1.140207e+04
pre-recon pre-recon 0 4 77.500000 42.500000 3.137143e+02
pre-recon pre-recon 0 4 77.500000 47.500000 -3.515773e+03
pre-recon pre-recon 0 4 77.500000 52.500000 -7.942118e-01
pre-recon pre-recon 0 4 77.500000 57.500000 4.793484e+02
pre-recon pre-recon 0 4 77.500000 62.500000 8.882516e+03
pre-recon pre-recon 0 4 77.500000 67.500000 -7.598362e+03
pre-recon pre-recon 0 4 77.500000 72.500000 1.800572e+04
pre-recon pre-recon 0 4 77.500000 77.500000 1.352446e+03
pre-recon pre-recon 0 4 77.500000 82.500000 3.211845e+03
pre-recon pre-recon 0 4 77.500000 87.500000 -3.927170e+02
pre-recon pre-recon 0 4 77.500000 92.500000 2.223864e+04
pre-recon pre-recon 0 4 77.500000 97.500000 6.133050e+03
pre-recon pre-recon 0 4 77.500000 102.500000 3.168105e+03
pre-recon pre-recon 0 4 77.500000 107.500000 5.106355e+03
pre-recon pre-recon 0 4 77.500000 112.500000 -4.257427e+03
pre-recon pre-recon 0 4 77.500000 117.500000 -2.764808e+04
pre-recon pre-recon 0 4 77.500000 122.500000 -1.206384e+03
pre-recon pre-recon 0 4 77.500000 127.500000 7.185250e+03
pre-recon pre-recon 0 4 77.500000 132.500000 -1.635602e+04
pre-recon pre-recon 0 4 77.500000 137.500000 -1.113171e+04
pre-recon pre-recon 0 4 77.500000 142.500000 8.267562e+03
pre-recon pre-recon 0 4 77.500000 147.500000 7.723003e+03
pre-recon pre-recon 0 4 77.500000 152.500000 1.522110e+04
pre-recon pre-recon 0 4 77.500000 157.500000 -1.838041e+04
pre-recon pre-recon 0 0 82.500000 22.500000 6.284461e+03
pre-recon pre-recon 0 0 82.500000 27.500000 1.238512e+04
pre-recon pre-recon 0 0 82.500000 32.500000 -1.301139e+04
pre-recon pre-recon 0 0 82.500000 37.500000 1.917595e+04
pre-recon pre-recon 0 0 82.500000 42.500000 -1.432440e+04
pre-recon pre-recon 0 0 82.500000 47.500000 -2.129133e+04
pre-recon pre-recon 0 0 82.500000 52.500000 3.722366e+02
pre-recon pre-recon 0 0 82.500000 57.500000 1.457942e+04
pre-recon pre-recon 0 0 82.500000 62.500000 -4.919412e+04
pre-recon pre-recon 0 0 82.500000 67.500000 -2.773386e+04
pre-recon pre-recon 0 0 82.500000 72.500000 -7.671332e+04
pre-recon pre-recon 0 0 82.500000 77.500000 -3.919360e+04
pre-recon pre-recon 0 0 82.500000 82.500000 7.630673e+05
pre-recon pre-recon 0 0 82.500000 87.500000 -6.751533e+04
pre-recon pre-recon 0 0 82.500000 92.500000 -8.225341e+04
pre-recon pre-recon 0 0 82.500000 97.500000 -2.755560e+04
pre-recon pre-recon 0 0 82.500000 102.500000 -8.694100e+03
pre-recon pre-recon 0 0 82.500000 107.500000 -4.920983e+04
pre-recon pre-recon 0 0 82.500000 112.500000 1.716682e+03
pre-recon pre-recon 0 0 82.500000 117.500000 -7.343929e+03
pre-recon pre-recon 0 0 82.500000 122.500000 -3.778359e+04
pre-recon pre-recon 0 0 82.500000 127.500000 4.377378e+04
pre-recon pre-recon 0 0 82.500000 132.500000 4.344008e+03
pre-recon pre-recon 0 0 82.500000 137.500000 -4.287279e+04
pre-recon pre-recon 0 0 82.500000 142.500000 6.029914e+04
pre-recon pre-recon 0 0 82.500000 147.500000 -1.962611e+04
pre-recon pre-recon 0 0 82.500000 152.500000 5.286769e+04
pre-recon pre-recon 0 0 82.500000 157.500000 3.254992e+04
pre-recon pre-recon 0 2 82.500000 22.500000 -1.068257e+03
pre-recon pre-recon 0 2 82.500000 27.500000 -7.747126e+03
pre-recon pre-recon 0 2 82.500000 32.500000 1.360774e+03
pre-recon pre-recon 0 2 82.500000 37.500000 -1.507084e+03
pre-recon pre-recon 0 2 82.500000 42.500000 5.793774e+03
pre-recon pre-recon 0 2 82.500000 47.500000 5.057642e+03
pre-recon pre-recon 0 2 82.500000 52.500000 -4.265368e+03
pre-recon pre-recon 0 2 82.500000 57.500000 -4.150741e+02
pre-recon pre-recon 0 2 82.500000 62.500000 -9.977121e+03
pre-recon pre-recon 0 2 82.500000 67.500000 -2.985404e+03
pre-recon pre-recon 0 2 82.500000 72.500000 7.154349e+03
pre-recon pre-recon 0 2 82.500000 77.500000 -4.503022e+02
pre-recon pre-recon 0 2 82.500000 82.500000 -3.373546e+03
pre-recon pre-recon 0 2 82.500000 87.500000 -1.302948e+04
pre-recon pre-recon 0 2 82.500000 92.500000 1.193028e+04
pre-recon pre-recon 0 2 82.500000 97.500000 -9.401900e+02
pre-recon pre-recon 0 2 82.500000 102.500000 3.424813e+03
pre-recon pre-recon 0 2 82.500000 107.500000 1.542703e+04
pre-recon pre-recon 0 2 82.500000 112.500000 6.077196e+03
pre-recon pre-recon 0 2 82.500000 117.500000 1.984950e+04
pre-recon pre-recon 0 2 82.500000 122.500000 -1.141422e+04
pre-recon pre-recon 0 2 82.500000 127.500000 1.038804e+04
pre-recon pre-recon 0 2 82.500000 132.500000 -2.242964e+03
pre-recon pre-recon 0 2 82.500000 137.500000 1.782490e+03
pre-recon pre-recon 0 2 82.500000 142.500000 9.987476e+03
pre-recon pre-recon 0 2 82.500000 147.500000 3.109810e+03
pre-recon pre-recon 0 2 82.500000 152.500000 1.009705e+04
pre-recon pre-recon 0 2 82.500000 157.500000 -2.003883e+03
pre-recon pre-recon 0 4 82.500000 22.500000 1.090769e+03
pre-recon pre-recon 0 4 82.500000 27.500000 -1.391199e+03
pre-recon pre-recon 0 4 82.500000 32.500000 7.836241e+02
pre-recon pre-recon 0 4 82.500000 37.500000 -1.358593e+03
pre-recon pre-recon 0 4 82.500000 42.500000 2.533433e+03
pre-recon pre-recon 0 4 82.500000 47.500000 -4.000806e+03
pre-recon pre-recon 0 4 82.500000 52.500000 -1.690368e+03
pre-recon pre-recon 0 4 82.500000 57.500000 -1.575010e+03
pre-recon pre-recon 0 4 82.500000 62.500000 1.043636e+04
pre-recon pre-recon 0 4 82.500000 67.500000 6.227452e+02
pre-recon pre-recon 0 4 82.500000 72.500000 -3.618976e+03
pre-recon pre-recon 0 4 82.500000 77.500000 1.105337e+04
pre-recon pre-recon 0 4 82.500000 82.500000 1.548405e+04
pre-recon pre-recon 0 4 82.500000 87.500000 3.529412e+03
pre-recon pre-recon 0 4 82.500000 92.500000 -2.089605e+03
pre-recon pre-recon 0 4 82.500000 97.500000 -6.915739e+03
pre-recon pre-recon 0 4 82.500000 102.500000 -9.241333e+02
pre-recon pre-recon 0 4 82.500000 107.500000 -1.142302e+04
pre-recon pre-recon 0 4 82.500000 112.500000 2.222668e+03
pre-recon pre-recon 0 4 82.500000 117.500000 -1.225959e+04
pre-recon pre-recon 0 4 82.500000 122.500000 4.086556e+03
pre-recon pre-recon 0 4 82.500000 127.500000 -1.028958e+04
pre-recon pre-recon 0 4 82.500000 132.500000 1.926689e+04
pre-recon pre-recon 0 4 82.500000 137.500000 -3.221152e+04
pre-recon pre-recon 0 4 82.500000 142.500000 4.418210e+03
pre-recon pre-recon 0 4 82.500000 147.500000 3.366239e+04
pre-recon pre-recon 0 4 82.500000 152.500000 -7.019234e+03
pre-recon pre-recon 0 4 82.500000 157.500000 1.537194e+04
pre-recon pre-recon 0 0 87.500000 22.500000 -1.354148e+04
pre-recon pre-recon 0 0 87.500000 27.500000 5.849864e+02
pre-recon pre-recon 0 0 87.500000 32.500000 8.131232e+03
pre-recon pre-recon 0 0 87.500000 37.500000 -5.144319e+03
pre-recon pre-recon 0 0 87.500000 42.500000 -7.062430e+03
pre-recon pre-recon 0 0 87.500000 47.500000 1.525988e+04
pre-recon pre-recon 0 0 87.500000 52.500000 -1.502792e+04
pre-recon pre-recon 0 0 87.500000 57.500000 1.916647e+04
pre-recon pre-recon 0 0 87.500000 62.500000 -9.023310e+03
pre-recon pre-recon 0 0 87.500000 67.500000 -3.834599e+04
pre-recon pre-recon 0 0 87.500000 72.500000 6.328023e+03
pre-recon pre-recon 0 0 87.500000 77.500000 -4.189363e+04
pre-recon pre-recon 0 0 87.500000 82.500000 -6.751533e+04
pre-recon pre-recon 0 0 87.500000 87.500000 8.511928e+05
pre-recon pre-recon 0 0 87.500000 92.500000 -1.029607e+05
pre-recon pre-recon 0 0 87.500000 97.500000 -7.766572e+04
pre-recon pre-recon 0 0 87.500000 102.500000 -5.782624e+04
pre-recon pre-recon 0 0 87.500000 107.500000 -5.285256e+04
pre-recon pre-recon 0 0 87.500000 112.500000 7.738656e+03
pre-recon pre-recon 0 0 87.500000 117.500000 -4.450440e+04
pre-recon pre-recon 0 0 87.500000 122.500000 -6.382820e+03
pre-recon pre-recon 0 0 87.500000 127.500000 7.759336e+04
pre-recon pre-recon 0 0 87.500000 132.500000 1.835788e+04
pre-recon pre-recon 0 0 87.500000 137.500000 -6.612992e+04
pre-recon pre-recon 0 0 87.500000 142.500000 5.547970e+04
pre-recon pre-recon 0 0 87.500000 147.500000 3.731479e+04
pre-recon pre-recon 0 0 87.500000 152.500000 -2.101017e+04
pre-recon pre-recon 0 0 87.500000 157.500000 -2.683523e+04
pre-recon pre-recon 0 2 87.500000 22.500000 -4.242994e+03
pre-recon pre-recon 0 2 87.500000 27.500000 -9.909738e+02
pre-recon pre-recon 0 2 87.500000 32.500000 2.277243e+03
pre-recon pre-recon 0 2 87.500000 37.500000 -5.212713e+03
pre-recon pre-recon 0 2 87.500000 42.500000 5.764295e+02
pre-recon pre-recon 0 2 87.500000 47.500000 1.265785e+04
pre-recon pre-recon 0 2 87.500000 52.500000 -4.227536e+03
pre-recon pre-recon 0 2 87.500000 57.500000 -1.732633e+04
pre-recon pre-recon 0 2 87.500000 62.500000 7.517668e+03
pre-recon pre-recon 0 2 87.500000 67.500000 -3.721106e+03
pre-recon pre-recon 0 2 87.500000 72.500000 -2.157825e+03
pre-recon pre-recon 0 2 87.500000 77.500000 2.855834e+04
pre-recon pre-recon 0 2 87.500000 82.500000 3.337904e+03
pre-recon pre-recon 0 2 87.500000 87.500000 1.990567e+04
pre-recon pre-recon 0 2 87.500000 92.500000 1.990048e+03
pre-recon pre-recon 0 2 87.500000 97.500000 -1.527292e+04
pre-recon pre-recon 0 2 87.500000 102.500000 -1.242133e+04
pre-recon pre-recon 0 2 87.500000 107.500000 -1.053519e+04
pre-recon pre-recon 0 2 87.500000 112.500000 -2.204543e+03
pre-recon pre-recon 0 2 87.500000 117.500000 1.657268e+04
pre-recon pre-recon 0 2 87.500000 122.500000 5.296736e+03
pre-recon pre-recon 0 2 87.500000 127.500000 -1.975135e+04
pre-recon pre-recon 0 2 87.500000 132.500000 7.875101e+03
pre-recon pre-recon 0 2 87.500000 137.500000 -2.724203e+03
pre-recon pre-recon 0 2 87.500000 142.500000 1.300792e+04
pre-recon pre-recon 0 2 87.500000 147.500000 -9.366008e+03
pre-recon pre-recon 0 2 87.500000 152.500000 -2.977820e+04
pre-recon pre-recon 0 2 87.500000 157.500000 3.845038e+03
pre-recon pre-recon 0 4 87.500000 22.500000 1.668702e+03
pre-recon pre-recon 0 4 87.500000 27.500000 -1.653954e+03
pre-recon pre-recon 0 4 87.500000 32.500000 -1.691934e+03
pre-recon pre-recon 0 4 87.500000 37.500000 -3.295692e+03
pre-recon pre-recon 0 4 87.500000 42.500000 3.431392e+03
pre-recon pre-recon 0 4 87.500000 47.500000 3.564771e+02
pre-recon pre-recon 0 4 87.500000 52.500000 2.691947e+03
pre-recon pre-recon 0 4 87.500000 57.500000 -4.205112e+03
pre-recon pre-recon 0 4 87.500000 62.500000 -1.066563e+04
pre-recon pre-recon 0 4 87.500000 67.500000 -1.249970e+04
pre-recon pre-recon 0 4 87.500000 72.500000 -4.625396e+03
pre-recon pre-recon 0 4 87.500000 77.500000 -3.953992e+03
pre-recon pre-recon 0 4 87.500000 82.500000 5.254983e+03
pre-recon pre-recon 0 4 87.500000 87.500000 1.083094e+04
pre-recon pre-recon 0 4 87.500000 92.500000 -1.765424e+03
pre-recon pre-recon 0 4 87.500000 97.500000 -1.274877e+04
pre-recon pre-recon 0 4 87.500000 102.500000 4.374104e+03
pre-recon pre-recon 0 4 87.500000 107.500000 1.723726e+03
pre-recon pre-recon 0 4 87.500000 112.500000 6.215130e+03
pre-recon pre-recon 0 4 87.500000 117.500000 -4.702587e+03
pre-recon pre-recon 0 4 87.500000 122.500000 -8.706906e+03
pre-recon pre-recon 0 4 87.500000 127.500000 -4.144142e+04
pre-recon pre-recon 0 4 87.500000 132.500000 -9.264921e+03
pre-recon pre-recon 0 4 87.500000 137.500000 2.008368e+02
pre-recon pre-recon 0 4 87.500000 142.500000 -1.559009e+04
pre-recon pre-recon 0 4 87.500000 147.500000 -1.121947e+04
pre-recon pre-recon 0 4 87.500000 152.500000 -1.313202e+04
pre-recon pre-recon 0 4 87.500000 157.500000 3.457458e+04
pre-recon pre-recon 0 0 92.500000 22.500000 -2.650044e+03
pre-recon pre-recon 0 0 92.500000 27.500000 -3.534983e+03
pre-recon pre-recon 0 0 92.500000 32.500000 -1.067453e+03
pre-recon pre-recon 0 0 92.500000 37.500000 -1.201831e+04
pre-recon pre-recon 0 0 92.500000 42.500000 1.521983e+04
pre-recon pre-recon 0 0 92.500000 47.500000 -1.863417e+04
pre-recon pre-recon 0 0 92.500000 52.500000 2.699200e+04
pre-recon pre-recon 0 0 92.500000 57.500000 -2.136371e+04
pre-recon pre-recon 0 0 92.500000 62.500000 -2.111768e+04
pre-recon pre-recon 0 0 92.500000 67.500000 -8.126650e+03
pre-recon pre-recon 0 0 92.500000 72.500000 -4.361998e+04
pre-recon pre-recon 0 0 92.500000 77.500000 -1.787432e+04
pre-recon pre-recon 0 0 92.500000 82.500000 -8.225341e+04
pre-recon pre-recon 0 0 92.500000 87.500000 -1.029607e+05
pre-recon pre-recon 0 0 92.500000 92.500000 9.971595e+05
pre-recon pre-recon 0 0 92.500000 97.500000 -1.195708e+05
pre-recon pre-recon 0 0 92.500000 102.500000 -2.995066e+04
pre-recon pre-recon 0 0 92.500000 107.500000 -7.518923e+04
pre-recon pre-recon 0 0 92.500000 112.500000 4.505891e+04
pre-recon pre-recon 0 0 92.500000 117.500000 -1.105998e+05
pre-recon pre-recon 0 0 92.500000 122.500000 -1.055873e+04
pre-recon pre-recon 0 0 92.500000 127.500000 -6.791274e+04
pre-recon pre-recon 0 0 92.500000 132.500000 3.655159e+04
pre-recon pre-recon 0 0 92.500000 137.500000 -7.192399e+04
pre-recon pre-recon 0 0 92.500000 142.500000 1.618361e+04
pre-recon pre-recon 0 0 92.500000 147.500000 3.475799e+04
pre-recon pre-recon 0 0 92.500000 152.500000 -4.998316e+03
pre-recon pre-recon 0 0 92.500000 157.500000 5.629309e+04
pre-recon pre-recon 0 2 92.500000 22.500000 1.852369e+03
pre-recon pre-recon 0 2 92.500000 27.500000 -4.270691e+03
pre-recon pre-recon 0 2 92.500000 32.500000 -7.241481e+02
pre-recon pre-recon 0 2 92.500000 37.500000 -3.958398e+03
pre-recon pre-recon 0 2 92.500000 42.500000 1.109741e+04
pre-recon pre-recon 0 2 92.500000 47.500000 -2.011816e+03
pre-recon pre-recon 0 2 92.500000 52.500000 1.695668e+04
pre-recon pre-recon 0 2 92.500000 57.500000 -1.485176e+04
pre-recon pre-recon 0 2 92.500000 62.500000 3.240129e+03
pre-recon pre-recon 0 2 92.500000 67.500000 2.584427e+03
pre-recon pre-recon 0 2 92.500000 72.500000 5.815230e+03
pre-recon pre-recon 0 2 92.500000 77.500000 -8.873131e+03
pre-recon pre-recon 0 2 92.500000 82.500000 8.733588e+03
pre-recon pre-recon 0 2 92.500000 87.500000 -5.553232e+03
pre-recon pre-recon 0 2 92.500000 92.500000 1.545292e+04
pre-recon pre-recon 0 2 92.500000 97.500000 6.255724e+03
pre-recon pre-recon 0 2 92.500000 102.500000 1.532962e+04
pre-recon pre-recon 0 2 92.500000 107.500000 -1.606156e+04
pre-recon pre-recon 0 2 92.500000 112.500000 -9.929782e+03
pre-recon pre-recon 0 2 92.500000 117.500000 -2.341671e+04
pre-recon pre-recon 0 2 92.500000 122.500000 -1.495518e+04
pre-recon pre-recon 0 2 92.500000 127.500000 1.351211e+04
pre-recon pre-recon 0 2 92.500000 132.500000 3.301015e+04
pre-recon pre-recon 0 2 92.500000 137.500000 -2.013012e+04
pre-recon pre-recon 0 2 92.500000 142.500000 -1.135535e+04
pre-recon pre-recon 0 2 92.500000 147.500000 -5.160647e+04
pre-recon pre-recon 0 2 92.500000 152.500000 9.460471e+03
pre-recon pre-recon 0 2 92.500000 157.500000 1.171284e+04
pre-recon pre-recon 0 4 92.500000 22.500000 -2.808106e+03
pre-recon pre-recon 0 4 92.500000 27.500000 -1.761831e+03
pre-recon pre-recon 0 4 92.500000 32.500000 -5.363925e+03
pre-recon pre-recon 0 4 92.500000 37.500000 2.053543e+03
pre-recon pre-recon 0 4 92.500000 42.500000 -3.822660e+03
pre-recon pre-recon 0 4 92.500000 47.500000 -3.529279e+03
pre-recon pre-recon 0 4 92.500000 52.500000 -4.069340e+03
pre-recon pre-recon 0 4 92.500000 57.500000 -3.083079e+03
pre-recon pre-recon 0 4 92.500000 62.500000 1.831815e+04
pre-recon pre-recon 0 4 92.500000 67.500000 4.185666e+02
pre-recon pre-recon 0 4 92.500000 72.500000 -8.295967e+03
pre-recon pre-recon 0 4 92.500000 77.500000 -1.594729e+04
pre-recon pre-recon 0 4 92.500000 82.500000 -8.615667e+03
pre-recon pre-recon 0 4 92.500000 87.500000 1.669506e+02
pre-recon pre-recon 0 4 92.500000 92.500000 -1.425587e+04
pre-recon pre-recon 0 4 92.500000 97.500000 1.847108e+04
pre-recon pre-recon 0 4 92.500000 102.500000 2.523211e+03
pre-recon pre-recon 0 4 92.500000 107.500000 -2.403700e+03
pre-recon pre-recon 0 4 92.500000 112.500000 6.377767e+03
pre-recon pre-recon 0 4 92.500000 117.500000 -5.803009e+03
pre-recon pre-recon 0 4 92.500000 122.500000 -1.155202e+03
pre-recon pre-recon 0 4 92.500000 127.500000 2.444741e+04
pre-recon pre-recon 0 4 92.500000 132.500000 1.547003e+04
pre-recon pre-recon 0 4 92.500000 137.500000 6.118166e+03
pre-recon pre-recon 0 4 92.500000 142.500000 -6.334981e+03
pre-recon pre-recon 0 4 92.500000 147.500000 -2.998795e+04
pre-recon pre-recon 0 4 92.500000 152.500000 -1.698232e+04
pre-recon pre-recon 0 4 92.500000 157.500000 -3.845414e+04
pre-recon pre-recon 0 0 97.500000 22.500000 -5.974905e+03
pre-recon pre-recon 0 0 97.500000 27.500000 6.698368e+03
pre-recon pre-recon 0 0 97.500000 32.500000 3.744424e+03
pre-recon pre-recon 0 0 97.500000 37.500000 -7.748059e+03
pre-recon pre-recon 0 0 97.500000 42.500000 1.007464e+04
pre-recon pre-recon 0 0 97.500000 47.500000 -1.163659e+04
pre-recon pre-recon 0 0 97.500000 52.500000 -1.276991e+03
pre-recon pre-recon 0 0 97.500000 57.500000 -5.050128e+03
pre-recon pre-recon 0 0 97.500000 62.500000 9.223376e+03
pre-recon pre-recon 0 0 97.500000 67.500000 -1.440724e+04
pre-recon pre-recon 0 0 97.500000 72.500000 -3.227204e+04
pre-recon pre-recon 0 0 97.500000 77.500000 -2.880895e+04
pre-recon pre-recon 0 0 97.500000 82.500000 -2.755560e+04
pre-recon pre-recon 0 0 97.500000 87.500000 -7.766572e+04
pre-recon pre-recon 0 0 97.500000 92.500000 -1.195708e+05
pre-recon pre-recon 0 0 97.500000 97.500000 1.051207e+06
pre-recon pre-recon 0 0 97.500000 102.500000 -8.443090e+04
pre-recon pre-recon 0 0 97.500000 107.500000 -7.205186e+04
pre-recon pre-recon 0 0 97.500000 112.500000 -1.382051e+05
pre-recon pre-recon 0 0 97.500000 117.500000 -5.917846e+04
pre-recon pre-recon 0 0 97.500000 122.500000 4.642072e+03
pre-recon pre-recon 0 0 97.500000 127.500000 2.650318e+04
pre-recon pre-recon 0 0 97.500000 132.500000 -2.083698e+04
pre-recon pre-recon 0 0 97.500000 137.500000 2.793576e+04
pre-recon pre-recon 0 0 97.500000 142.500000 -3.522661e+04
pre-recon pre-recon 0 0 97.500000 147.500000 -5.396931e+04
pre-recon pre-recon 0 0 97.500000 152.500000 4.820151e+04
