#catalogue_i	 catalogue_j     ell_i   ell_j	s_i		s_j		 Cov^-1_ij    
pre-recon pre-recon 2 2 67.500000 57.500000 -7.254915e+03
pre-recon pre-recon 2 2 67.500000 62.500000 -2.357380e+03
pre-recon pre-recon 2 2 67.500000 67.500000 1.117754e+05
pre-recon pre-recon 2 2 67.500000 72.500000 -7.916562e+03
pre-recon pre-recon 2 2 67.500000 77.500000 -3.902829e+03
pre-recon pre-recon 2 2 67.500000 82.500000 -5.752164e+03
pre-recon pre-recon 2 2 67.500000 87.500000 -4.715477e+03
pre-recon pre-recon 2 2 67.500000 92.500000 -8.499880e+03
pre-recon pre-recon 2 2 67.500000 97.500000 1.032727e+04
pre-recon pre-recon 2 2 67.500000 102.500000 -2.494399e+03
pre-recon pre-recon 2 2 67.500000 107.500000 -1.123457e+03
pre-recon pre-recon 2 2 67.500000 112.500000 -3.058950e+03
pre-recon pre-recon 2 2 67.500000 117.500000 -5.584259e+03
pre-recon pre-recon 2 2 67.500000 122.500000 -3.308752e+03
pre-recon pre-recon 2 2 67.500000 127.500000 4.916527e+03
pre-recon pre-recon 2 2 67.500000 132.500000 5.704135e+02
pre-recon pre-recon 2 2 67.500000 137.500000 -6.054933e+03
pre-recon pre-recon 2 2 67.500000 142.500000 1.729228e+03
pre-recon pre-recon 2 2 67.500000 147.500000 3.935030e+03
pre-recon pre-recon 2 2 67.500000 152.500000 6.138316e+02
pre-recon pre-recon 2 2 67.500000 157.500000 -1.124864e+04
pre-recon pre-recon 2 4 67.500000 22.500000 -5.552458e+02
pre-recon pre-recon 2 4 67.500000 27.500000 1.224002e+03
pre-recon pre-recon 2 4 67.500000 32.500000 3.027559e+03
pre-recon pre-recon 2 4 67.500000 37.500000 -2.598791e+03
pre-recon pre-recon 2 4 67.500000 42.500000 -2.031800e+03
pre-recon pre-recon 2 4 67.500000 47.500000 -1.727621e+03
pre-recon pre-recon 2 4 67.500000 52.500000 5.206880e+03
pre-recon pre-recon 2 4 67.500000 57.500000 -3.812987e+03
pre-recon pre-recon 2 4 67.500000 62.500000 -1.633178e+03
pre-recon pre-recon 2 4 67.500000 67.500000 -1.489111e+03
pre-recon pre-recon 2 4 67.500000 72.500000 3.704568e+03
pre-recon pre-recon 2 4 67.500000 77.500000 -1.479676e+03
pre-recon pre-recon 2 4 67.500000 82.500000 -8.248084e+02
pre-recon pre-recon 2 4 67.500000 87.500000 -4.649711e+03
pre-recon pre-recon 2 4 67.500000 92.500000 3.606541e+03
pre-recon pre-recon 2 4 67.500000 97.500000 -7.619104e+03
pre-recon pre-recon 2 4 67.500000 102.500000 -2.914265e+03
pre-recon pre-recon 2 4 67.500000 107.500000 -2.928981e+03
pre-recon pre-recon 2 4 67.500000 112.500000 -2.609872e+03
pre-recon pre-recon 2 4 67.500000 117.500000 4.702576e+03
pre-recon pre-recon 2 4 67.500000 122.500000 3.742400e+03
pre-recon pre-recon 2 4 67.500000 127.500000 1.168913e+03
pre-recon pre-recon 2 4 67.500000 132.500000 3.483896e+03
pre-recon pre-recon 2 4 67.500000 137.500000 1.602576e+04
pre-recon pre-recon 2 4 67.500000 142.500000 -9.055829e+03
pre-recon pre-recon 2 4 67.500000 147.500000 2.612250e+03
pre-recon pre-recon 2 4 67.500000 152.500000 -1.968670e+03
pre-recon pre-recon 2 4 67.500000 157.500000 -9.593021e+02
pre-recon pre-recon 2 0 72.500000 22.500000 -1.344708e+03
pre-recon pre-recon 2 0 72.500000 27.500000 -3.685892e+03
pre-recon pre-recon 2 0 72.500000 32.500000 -2.036074e+03
pre-recon pre-recon 2 0 72.500000 37.500000 -2.040489e+03
pre-recon pre-recon 2 0 72.500000 42.500000 6.634356e+02
pre-recon pre-recon 2 0 72.500000 47.500000 -1.679444e+03
pre-recon pre-recon 2 0 72.500000 52.500000 4.530506e+03
pre-recon pre-recon 2 0 72.500000 57.500000 5.713658e+03
pre-recon pre-recon 2 0 72.500000 62.500000 -4.866143e+03
pre-recon pre-recon 2 0 72.500000 67.500000 9.327778e+02
pre-recon pre-recon 2 0 72.500000 72.500000 -2.030512e+04
pre-recon pre-recon 2 0 72.500000 77.500000 -8.160664e+02
pre-recon pre-recon 2 0 72.500000 82.500000 7.154349e+03
pre-recon pre-recon 2 0 72.500000 87.500000 -2.157825e+03
pre-recon pre-recon 2 0 72.500000 92.500000 5.815230e+03
pre-recon pre-recon 2 0 72.500000 97.500000 -1.482325e+03
pre-recon pre-recon 2 0 72.500000 102.500000 1.596427e+04
pre-recon pre-recon 2 0 72.500000 107.500000 1.434589e+04
pre-recon pre-recon 2 0 72.500000 112.500000 -2.423718e+02
pre-recon pre-recon 2 0 72.500000 117.500000 -1.720288e+04
pre-recon pre-recon 2 0 72.500000 122.500000 -4.653624e+03
pre-recon pre-recon 2 0 72.500000 127.500000 2.018267e+04
pre-recon pre-recon 2 0 72.500000 132.500000 1.312422e+04
pre-recon pre-recon 2 0 72.500000 137.500000 -8.397047e+03
pre-recon pre-recon 2 0 72.500000 142.500000 4.221559e+04
pre-recon pre-recon 2 0 72.500000 147.500000 1.356862e+04
pre-recon pre-recon 2 0 72.500000 152.500000 1.047844e+03
pre-recon pre-recon 2 0 72.500000 157.500000 -5.864345e+03
pre-recon pre-recon 2 2 72.500000 22.500000 3.046789e+03
pre-recon pre-recon 2 2 72.500000 27.500000 -9.410142e+02
pre-recon pre-recon 2 2 72.500000 32.500000 -1.375260e+03
pre-recon pre-recon 2 2 72.500000 37.500000 -2.767586e+03
pre-recon pre-recon 2 2 72.500000 42.500000 -1.217706e+03
pre-recon pre-recon 2 2 72.500000 47.500000 8.297807e+01
pre-recon pre-recon 2 2 72.500000 52.500000 6.884054e+02
pre-recon pre-recon 2 2 72.500000 57.500000 -4.486273e+03
pre-recon pre-recon 2 2 72.500000 62.500000 -5.025032e+03
pre-recon pre-recon 2 2 72.500000 67.500000 -7.916562e+03
pre-recon pre-recon 2 2 72.500000 72.500000 1.292511e+05
pre-recon pre-recon 2 2 72.500000 77.500000 -2.141252e+04
pre-recon pre-recon 2 2 72.500000 82.500000 -5.594591e+03
pre-recon pre-recon 2 2 72.500000 87.500000 -7.306397e+03
pre-recon pre-recon 2 2 72.500000 92.500000 1.063094e+03
pre-recon pre-recon 2 2 72.500000 97.500000 -9.709621e+03
pre-recon pre-recon 2 2 72.500000 102.500000 -5.566789e+03
pre-recon pre-recon 2 2 72.500000 107.500000 -8.517223e+03
pre-recon pre-recon 2 2 72.500000 112.500000 -3.278114e+03
pre-recon pre-recon 2 2 72.500000 117.500000 -6.503972e+03
pre-recon pre-recon 2 2 72.500000 122.500000 -1.417868e+04
pre-recon pre-recon 2 2 72.500000 127.500000 -4.772598e+02
pre-recon pre-recon 2 2 72.500000 132.500000 2.901263e+03
pre-recon pre-recon 2 2 72.500000 137.500000 -1.324634e+04
pre-recon pre-recon 2 2 72.500000 142.500000 9.316244e+03
pre-recon pre-recon 2 2 72.500000 147.500000 -1.319463e+04
pre-recon pre-recon 2 2 72.500000 152.500000 -1.451687e+04
pre-recon pre-recon 2 2 72.500000 157.500000 -1.163134e+04
pre-recon pre-recon 2 4 72.500000 22.500000 2.686857e+02
pre-recon pre-recon 2 4 72.500000 27.500000 3.693026e+02
pre-recon pre-recon 2 4 72.500000 32.500000 -2.442898e+03
pre-recon pre-recon 2 4 72.500000 37.500000 -5.379981e+02
pre-recon pre-recon 2 4 72.500000 42.500000 -1.767228e+03
pre-recon pre-recon 2 4 72.500000 47.500000 3.439181e+03
pre-recon pre-recon 2 4 72.500000 52.500000 -3.928372e+02
pre-recon pre-recon 2 4 72.500000 57.500000 -2.567160e+03
pre-recon pre-recon 2 4 72.500000 62.500000 5.307905e+03
pre-recon pre-recon 2 4 72.500000 67.500000 -4.379798e+02
pre-recon pre-recon 2 4 72.500000 72.500000 1.000682e+03
pre-recon pre-recon 2 4 72.500000 77.500000 -8.610096e+02
pre-recon pre-recon 2 4 72.500000 82.500000 4.046694e+02
pre-recon pre-recon 2 4 72.500000 87.500000 -1.965488e+03
pre-recon pre-recon 2 4 72.500000 92.500000 -9.447965e+02
pre-recon pre-recon 2 4 72.500000 97.500000 -2.384575e+02
pre-recon pre-recon 2 4 72.500000 102.500000 2.679452e+03
pre-recon pre-recon 2 4 72.500000 107.500000 -1.899778e+03
pre-recon pre-recon 2 4 72.500000 112.500000 7.151657e+02
pre-recon pre-recon 2 4 72.500000 117.500000 4.222154e+03
pre-recon pre-recon 2 4 72.500000 122.500000 1.336361e+04
pre-recon pre-recon 2 4 72.500000 127.500000 -5.610830e+03
pre-recon pre-recon 2 4 72.500000 132.500000 -5.572802e+03
pre-recon pre-recon 2 4 72.500000 137.500000 4.680810e+03
pre-recon pre-recon 2 4 72.500000 142.500000 -2.400107e+03
pre-recon pre-recon 2 4 72.500000 147.500000 -6.342078e+02
pre-recon pre-recon 2 4 72.500000 152.500000 -3.228257e+03
pre-recon pre-recon 2 4 72.500000 157.500000 2.971525e+03
pre-recon pre-recon 2 0 77.500000 22.500000 -1.019994e+03
pre-recon pre-recon 2 0 77.500000 27.500000 3.368646e+03
pre-recon pre-recon 2 0 77.500000 32.500000 -2.805028e+03
pre-recon pre-recon 2 0 77.500000 37.500000 1.144991e+03
pre-recon pre-recon 2 0 77.500000 42.500000 -1.979538e+03
pre-recon pre-recon 2 0 77.500000 47.500000 1.331009e+04
pre-recon pre-recon 2 0 77.500000 52.500000 -6.525615e+02
pre-recon pre-recon 2 0 77.500000 57.500000 3.473047e+03
pre-recon pre-recon 2 0 77.500000 62.500000 -6.840841e+02
pre-recon pre-recon 2 0 77.500000 67.500000 -1.540693e+04
pre-recon pre-recon 2 0 77.500000 72.500000 6.708576e+02
pre-recon pre-recon 2 0 77.500000 77.500000 7.745098e+03
pre-recon pre-recon 2 0 77.500000 82.500000 -4.503022e+02
pre-recon pre-recon 2 0 77.500000 87.500000 2.855834e+04
pre-recon pre-recon 2 0 77.500000 92.500000 -8.873131e+03
pre-recon pre-recon 2 0 77.500000 97.500000 -2.578820e+04
pre-recon pre-recon 2 0 77.500000 102.500000 -3.809702e+03
pre-recon pre-recon 2 0 77.500000 107.500000 -3.804087e+03
pre-recon pre-recon 2 0 77.500000 112.500000 -1.862909e+03
pre-recon pre-recon 2 0 77.500000 117.500000 8.194233e+03
pre-recon pre-recon 2 0 77.500000 122.500000 2.319239e+04
pre-recon pre-recon 2 0 77.500000 127.500000 9.686687e+03
pre-recon pre-recon 2 0 77.500000 132.500000 -2.992242e+03
pre-recon pre-recon 2 0 77.500000 137.500000 1.882857e+04
pre-recon pre-recon 2 0 77.500000 142.500000 -3.567532e+03
pre-recon pre-recon 2 0 77.500000 147.500000 -6.641758e+03
pre-recon pre-recon 2 0 77.500000 152.500000 1.667665e+04
pre-recon pre-recon 2 0 77.500000 157.500000 -1.116690e+03
pre-recon pre-recon 2 2 77.500000 22.500000 -1.447748e+03
pre-recon pre-recon 2 2 77.500000 27.500000 1.838598e+03
pre-recon pre-recon 2 2 77.500000 32.500000 -2.465226e+03
pre-recon pre-recon 2 2 77.500000 37.500000 -2.771667e+02
pre-recon pre-recon 2 2 77.500000 42.500000 -7.020966e+02
pre-recon pre-recon 2 2 77.500000 47.500000 1.735232e+03
pre-recon pre-recon 2 2 77.500000 52.500000 -5.770116e+03
pre-recon pre-recon 2 2 77.500000 57.500000 -3.016469e+03
pre-recon pre-recon 2 2 77.500000 62.500000 -6.081763e+03
pre-recon pre-recon 2 2 77.500000 67.500000 -3.902829e+03
pre-recon pre-recon 2 2 77.500000 72.500000 -2.141252e+04
pre-recon pre-recon 2 2 77.500000 77.500000 1.500316e+05
pre-recon pre-recon 2 2 77.500000 82.500000 -2.171101e+02
pre-recon pre-recon 2 2 77.500000 87.500000 -5.474008e+03
pre-recon pre-recon 2 2 77.500000 92.500000 -1.309880e+04
pre-recon pre-recon 2 2 77.500000 97.500000 -1.475417e+04
pre-recon pre-recon 2 2 77.500000 102.500000 4.885450e+02
pre-recon pre-recon 2 2 77.500000 107.500000 1.475377e+04
pre-recon pre-recon 2 2 77.500000 112.500000 -6.268580e+03
pre-recon pre-recon 2 2 77.500000 117.500000 2.999013e+03
pre-recon pre-recon 2 2 77.500000 122.500000 -4.249661e+03
pre-recon pre-recon 2 2 77.500000 127.500000 -1.084563e+04
pre-recon pre-recon 2 2 77.500000 132.500000 -2.703743e+03
pre-recon pre-recon 2 2 77.500000 137.500000 -8.374519e+03
pre-recon pre-recon 2 2 77.500000 142.500000 1.723633e+04
pre-recon pre-recon 2 2 77.500000 147.500000 4.418930e+03
pre-recon pre-recon 2 2 77.500000 152.500000 2.324013e+03
pre-recon pre-recon 2 2 77.500000 157.500000 -5.551708e+03
pre-recon pre-recon 2 4 77.500000 22.500000 -5.169532e+02
pre-recon pre-recon 2 4 77.500000 27.500000 1.163929e+03
pre-recon pre-recon 2 4 77.500000 32.500000 1.673329e+03
pre-recon pre-recon 2 4 77.500000 37.500000 1.370694e+03
pre-recon pre-recon 2 4 77.500000 42.500000 1.356845e+03
pre-recon pre-recon 2 4 77.500000 47.500000 -1.536585e+03
pre-recon pre-recon 2 4 77.500000 52.500000 1.902720e+03
pre-recon pre-recon 2 4 77.500000 57.500000 -2.032255e+03
pre-recon pre-recon 2 4 77.500000 62.500000 1.496397e+02
pre-recon pre-recon 2 4 77.500000 67.500000 -2.365106e+03
pre-recon pre-recon 2 4 77.500000 72.500000 -7.206908e+02
pre-recon pre-recon 2 4 77.500000 77.500000 3.257306e+03
pre-recon pre-recon 2 4 77.500000 82.500000 4.378156e+03
pre-recon pre-recon 2 4 77.500000 87.500000 5.421687e+03
pre-recon pre-recon 2 4 77.500000 92.500000 2.519278e+03
pre-recon pre-recon 2 4 77.500000 97.500000 -7.963441e+03
pre-recon pre-recon 2 4 77.500000 102.500000 -3.685166e+03
pre-recon pre-recon 2 4 77.500000 107.500000 1.412571e+03
pre-recon pre-recon 2 4 77.500000 112.500000 6.925597e+03
pre-recon pre-recon 2 4 77.500000 117.500000 -9.799509e+02
pre-recon pre-recon 2 4 77.500000 122.500000 -6.041997e+03
pre-recon pre-recon 2 4 77.500000 127.500000 1.291494e+04
pre-recon pre-recon 2 4 77.500000 132.500000 -1.120624e+04
pre-recon pre-recon 2 4 77.500000 137.500000 4.692874e+03
pre-recon pre-recon 2 4 77.500000 142.500000 -2.433773e+03
pre-recon pre-recon 2 4 77.500000 147.500000 -9.227378e+03
pre-recon pre-recon 2 4 77.500000 152.500000 9.486905e+03
pre-recon pre-recon 2 4 77.500000 157.500000 1.593908e+04
pre-recon pre-recon 2 0 82.500000 22.500000 -1.749691e+03
pre-recon pre-recon 2 0 82.500000 27.500000 -5.295599e+03
pre-recon pre-recon 2 0 82.500000 32.500000 1.191871e+04
pre-recon pre-recon 2 0 82.500000 37.500000 7.308282e+03
pre-recon pre-recon 2 0 82.500000 42.500000 2.387460e+03
pre-recon pre-recon 2 0 82.500000 47.500000 -8.871406e+03
pre-recon pre-recon 2 0 82.500000 52.500000 9.384149e+02
pre-recon pre-recon 2 0 82.500000 57.500000 3.081603e+03
pre-recon pre-recon 2 0 82.500000 62.500000 2.317767e+03
pre-recon pre-recon 2 0 82.500000 67.500000 -1.135160e+04
pre-recon pre-recon 2 0 82.500000 72.500000 -6.881572e+03
pre-recon pre-recon 2 0 82.500000 77.500000 -9.966979e+03
pre-recon pre-recon 2 0 82.500000 82.500000 -3.373546e+03
pre-recon pre-recon 2 0 82.500000 87.500000 3.337904e+03
pre-recon pre-recon 2 0 82.500000 92.500000 8.733588e+03
pre-recon pre-recon 2 0 82.500000 97.500000 -2.596304e+04
pre-recon pre-recon 2 0 82.500000 102.500000 -7.516081e+03
pre-recon pre-recon 2 0 82.500000 107.500000 1.275692e+03
pre-recon pre-recon 2 0 82.500000 112.500000 2.431270e+04
pre-recon pre-recon 2 0 82.500000 117.500000 4.506286e+04
pre-recon pre-recon 2 0 82.500000 122.500000 1.483681e+04
pre-recon pre-recon 2 0 82.500000 127.500000 -1.793052e+04
pre-recon pre-recon 2 0 82.500000 132.500000 2.590986e+04
pre-recon pre-recon 2 0 82.500000 137.500000 -4.010870e+04
pre-recon pre-recon 2 0 82.500000 142.500000 9.062606e+02
pre-recon pre-recon 2 0 82.500000 147.500000 1.456785e+04
pre-recon pre-recon 2 0 82.500000 152.500000 -1.735523e+04
pre-recon pre-recon 2 0 82.500000 157.500000 1.055305e+04
pre-recon pre-recon 2 2 82.500000 22.500000 -9.037491e+02
pre-recon pre-recon 2 2 82.500000 27.500000 -1.551049e+03
pre-recon pre-recon 2 2 82.500000 32.500000 1.419645e+03
pre-recon pre-recon 2 2 82.500000 37.500000 5.979376e+02
pre-recon pre-recon 2 2 82.500000 42.500000 8.491513e+03
pre-recon pre-recon 2 2 82.500000 47.500000 1.448761e+03
pre-recon pre-recon 2 2 82.500000 52.500000 4.941484e+03
pre-recon pre-recon 2 2 82.500000 57.500000 -3.680403e+03
pre-recon pre-recon 2 2 82.500000 62.500000 -5.626450e+03
pre-recon pre-recon 2 2 82.500000 67.500000 -5.752164e+03
pre-recon pre-recon 2 2 82.500000 72.500000 -5.594591e+03
pre-recon pre-recon 2 2 82.500000 77.500000 -2.171101e+02
pre-recon pre-recon 2 2 82.500000 82.500000 1.650425e+05
pre-recon pre-recon 2 2 82.500000 87.500000 -2.049628e+04
pre-recon pre-recon 2 2 82.500000 92.500000 -7.846461e+03
pre-recon pre-recon 2 2 82.500000 97.500000 -1.787426e+04
pre-recon pre-recon 2 2 82.500000 102.500000 -1.231155e+04
pre-recon pre-recon 2 2 82.500000 107.500000 -8.398689e+03
pre-recon pre-recon 2 2 82.500000 112.500000 -1.129424e+04
pre-recon pre-recon 2 2 82.500000 117.500000 1.378828e+04
pre-recon pre-recon 2 2 82.500000 122.500000 6.993631e+03
pre-recon pre-recon 2 2 82.500000 127.500000 -8.840102e+03
pre-recon pre-recon 2 2 82.500000 132.500000 1.344512e+03
pre-recon pre-recon 2 2 82.500000 137.500000 2.249594e+03
pre-recon pre-recon 2 2 82.500000 142.500000 -6.126349e+03
pre-recon pre-recon 2 2 82.500000 147.500000 -1.957475e+04
pre-recon pre-recon 2 2 82.500000 152.500000 9.452938e+03
pre-recon pre-recon 2 2 82.500000 157.500000 -3.915309e+03
pre-recon pre-recon 2 4 82.500000 22.500000 1.289728e+02
pre-recon pre-recon 2 4 82.500000 27.500000 1.319857e+03
pre-recon pre-recon 2 4 82.500000 32.500000 -2.027865e+03
pre-recon pre-recon 2 4 82.500000 37.500000 1.060408e+03
pre-recon pre-recon 2 4 82.500000 42.500000 2.362276e+03
pre-recon pre-recon 2 4 82.500000 47.500000 3.440557e+03
pre-recon pre-recon 2 4 82.500000 52.500000 -2.541426e+03
pre-recon pre-recon 2 4 82.500000 57.500000 2.550316e+03
pre-recon pre-recon 2 4 82.500000 62.500000 -1.396642e+03
pre-recon pre-recon 2 4 82.500000 67.500000 -2.070438e+03
pre-recon pre-recon 2 4 82.500000 72.500000 -4.611255e+03
pre-recon pre-recon 2 4 82.500000 77.500000 4.237073e+03
pre-recon pre-recon 2 4 82.500000 82.500000 -2.728658e+03
pre-recon pre-recon 2 4 82.500000 87.500000 -2.994152e+03
pre-recon pre-recon 2 4 82.500000 92.500000 -6.341853e+03
pre-recon pre-recon 2 4 82.500000 97.500000 7.618998e+03
pre-recon pre-recon 2 4 82.500000 102.500000 -6.883699e+03
pre-recon pre-recon 2 4 82.500000 107.500000 5.432829e+03
pre-recon pre-recon 2 4 82.500000 112.500000 2.937268e+03
pre-recon pre-recon 2 4 82.500000 117.500000 -3.226139e+03
pre-recon pre-recon 2 4 82.500000 122.500000 -3.932034e+03
pre-recon pre-recon 2 4 82.500000 127.500000 7.451264e+03
pre-recon pre-recon 2 4 82.500000 132.500000 -2.049723e+02
pre-recon pre-recon 2 4 82.500000 137.500000 1.039986e+04
pre-recon pre-recon 2 4 82.500000 142.500000 -2.204374e+03
pre-recon pre-recon 2 4 82.500000 147.500000 -1.440032e+03
pre-recon pre-recon 2 4 82.500000 152.500000 -7.633977e+03
pre-recon pre-recon 2 4 82.500000 157.500000 -8.646358e+03
pre-recon pre-recon 2 0 87.500000 22.500000 -5.723307e+02
pre-recon pre-recon 2 0 87.500000 27.500000 2.179657e+03
pre-recon pre-recon 2 0 87.500000 32.500000 -1.241813e+03
pre-recon pre-recon 2 0 87.500000 37.500000 -5.502165e+03
pre-recon pre-recon 2 0 87.500000 42.500000 -9.419197e+02
pre-recon pre-recon 2 0 87.500000 47.500000 1.164110e+04
pre-recon pre-recon 2 0 87.500000 52.500000 2.904040e+03
pre-recon pre-recon 2 0 87.500000 57.500000 1.479406e+04
pre-recon pre-recon 2 0 87.500000 62.500000 -3.463906e+03
pre-recon pre-recon 2 0 87.500000 67.500000 1.243962e+03
pre-recon pre-recon 2 0 87.500000 72.500000 3.643281e+03
pre-recon pre-recon 2 0 87.500000 77.500000 -6.910097e+02
pre-recon pre-recon 2 0 87.500000 82.500000 -1.302948e+04
pre-recon pre-recon 2 0 87.500000 87.500000 1.990567e+04
pre-recon pre-recon 2 0 87.500000 92.500000 -5.553232e+03
pre-recon pre-recon 2 0 87.500000 97.500000 -1.242006e+04
pre-recon pre-recon 2 0 87.500000 102.500000 1.651667e+04
pre-recon pre-recon 2 0 87.500000 107.500000 -1.050826e+04
pre-recon pre-recon 2 0 87.500000 112.500000 -2.365239e+04
pre-recon pre-recon 2 0 87.500000 117.500000 -1.592929e+02
pre-recon pre-recon 2 0 87.500000 122.500000 -6.203843e+03
pre-recon pre-recon 2 0 87.500000 127.500000 -1.089184e+03
pre-recon pre-recon 2 0 87.500000 132.500000 -5.451600e+03
pre-recon pre-recon 2 0 87.500000 137.500000 1.420668e+04
pre-recon pre-recon 2 0 87.500000 142.500000 9.576700e+03
pre-recon pre-recon 2 0 87.500000 147.500000 -2.412430e+04
pre-recon pre-recon 2 0 87.500000 152.500000 -8.134949e+03
pre-recon pre-recon 2 0 87.500000 157.500000 1.133389e+04
pre-recon pre-recon 2 2 87.500000 22.500000 1.591319e+03
pre-recon pre-recon 2 2 87.500000 27.500000 1.134302e+03
pre-recon pre-recon 2 2 87.500000 32.500000 7.159892e+02
pre-recon pre-recon 2 2 87.500000 37.500000 -9.699544e+02
pre-recon pre-recon 2 2 87.500000 42.500000 -4.097559e+02
pre-recon pre-recon 2 2 87.500000 47.500000 -2.596570e+02
pre-recon pre-recon 2 2 87.500000 52.500000 -2.005860e+03
pre-recon pre-recon 2 2 87.500000 57.500000 -4.661713e+03
pre-recon pre-recon 2 2 87.500000 62.500000 -2.207649e+03
pre-recon pre-recon 2 2 87.500000 67.500000 -4.715477e+03
pre-recon pre-recon 2 2 87.500000 72.500000 -7.306397e+03
pre-recon pre-recon 2 2 87.500000 77.500000 -5.474008e+03
pre-recon pre-recon 2 2 87.500000 82.500000 -2.049628e+04
pre-recon pre-recon 2 2 87.500000 87.500000 1.733090e+05
pre-recon pre-recon 2 2 87.500000 92.500000 -1.937485e+04
pre-recon pre-recon 2 2 87.500000 97.500000 -2.424956e+03
pre-recon pre-recon 2 2 87.500000 102.500000 9.285825e+03
pre-recon pre-recon 2 2 87.500000 107.500000 7.964722e+03
pre-recon pre-recon 2 2 87.500000 112.500000 -5.896190e+03
pre-recon pre-recon 2 2 87.500000 117.500000 -5.069430e+03
pre-recon pre-recon 2 2 87.500000 122.500000 4.080546e+03
pre-recon pre-recon 2 2 87.500000 127.500000 -6.628823e+03
pre-recon pre-recon 2 2 87.500000 132.500000 -2.562708e+03
pre-recon pre-recon 2 2 87.500000 137.500000 -1.183535e+03
pre-recon pre-recon 2 2 87.500000 142.500000 -7.600529e+03
pre-recon pre-recon 2 2 87.500000 147.500000 4.459982e+03
pre-recon pre-recon 2 2 87.500000 152.500000 -6.441828e+03
pre-recon pre-recon 2 2 87.500000 157.500000 5.878645e+03
pre-recon pre-recon 2 4 87.500000 22.500000 -1.033943e+03
pre-recon pre-recon 2 4 87.500000 27.500000 -1.927151e+02
pre-recon pre-recon 2 4 87.500000 32.500000 4.702532e+02
pre-recon pre-recon 2 4 87.500000 37.500000 -1.382200e+03
pre-recon pre-recon 2 4 87.500000 42.500000 -1.261149e+03
pre-recon pre-recon 2 4 87.500000 47.500000 8.160060e+02
pre-recon pre-recon 2 4 87.500000 52.500000 6.610691e+02
pre-recon pre-recon 2 4 87.500000 57.500000 -1.489180e+02
pre-recon pre-recon 2 4 87.500000 62.500000 -1.431609e+03
pre-recon pre-recon 2 4 87.500000 67.500000 6.479738e+02
pre-recon pre-recon 2 4 87.500000 72.500000 -1.052917e+03
pre-recon pre-recon 2 4 87.500000 77.500000 -9.099735e+02
pre-recon pre-recon 2 4 87.500000 82.500000 7.136160e+03
pre-recon pre-recon 2 4 87.500000 87.500000 1.234973e+03
pre-recon pre-recon 2 4 87.500000 92.500000 7.692196e+03
pre-recon pre-recon 2 4 87.500000 97.500000 -5.729616e+03
pre-recon pre-recon 2 4 87.500000 102.500000 -8.765696e+02
pre-recon pre-recon 2 4 87.500000 107.500000 -2.200754e+03
pre-recon pre-recon 2 4 87.500000 112.500000 -4.846170e+03
pre-recon pre-recon 2 4 87.500000 117.500000 4.078620e+03
pre-recon pre-recon 2 4 87.500000 122.500000 -5.615155e+03
pre-recon pre-recon 2 4 87.500000 127.500000 -9.972550e+03
pre-recon pre-recon 2 4 87.500000 132.500000 6.501239e+02
pre-recon pre-recon 2 4 87.500000 137.500000 -8.241170e+03
pre-recon pre-recon 2 4 87.500000 142.500000 4.371465e+02
pre-recon pre-recon 2 4 87.500000 147.500000 6.825798e+03
pre-recon pre-recon 2 4 87.500000 152.500000 -1.811355e+03
pre-recon pre-recon 2 4 87.500000 157.500000 -1.164589e+04
pre-recon pre-recon 2 0 92.500000 22.500000 1.125406e+03
pre-recon pre-recon 2 0 92.500000 27.500000 3.412117e+02
pre-recon pre-recon 2 0 92.500000 32.500000 -4.604212e+03
pre-recon pre-recon 2 0 92.500000 37.500000 1.236781e+03
pre-recon pre-recon 2 0 92.500000 42.500000 3.381428e+03
pre-recon pre-recon 2 0 92.500000 47.500000 1.209536e+01
pre-recon pre-recon 2 0 92.500000 52.500000 1.471178e+04
pre-recon pre-recon 2 0 92.500000 57.500000 -5.364591e+03
pre-recon pre-recon 2 0 92.500000 62.500000 2.564523e+03
pre-recon pre-recon 2 0 92.500000 67.500000 -2.417594e+04
pre-recon pre-recon 2 0 92.500000 72.500000 -2.601933e+04
pre-recon pre-recon 2 0 92.500000 77.500000 -3.987670e+03
pre-recon pre-recon 2 0 92.500000 82.500000 1.193028e+04
pre-recon pre-recon 2 0 92.500000 87.500000 1.990048e+03
pre-recon pre-recon 2 0 92.500000 92.500000 1.545292e+04
pre-recon pre-recon 2 0 92.500000 97.500000 -5.055574e+03
pre-recon pre-recon 2 0 92.500000 102.500000 -7.414696e+03
pre-recon pre-recon 2 0 92.500000 107.500000 -3.690247e+03
pre-recon pre-recon 2 0 92.500000 112.500000 9.586471e+03
pre-recon pre-recon 2 0 92.500000 117.500000 1.289813e+04
pre-recon pre-recon 2 0 92.500000 122.500000 -2.919031e+04
pre-recon pre-recon 2 0 92.500000 127.500000 1.583573e+04
pre-recon pre-recon 2 0 92.500000 132.500000 4.546698e+03
pre-recon pre-recon 2 0 92.500000 137.500000 -4.651089e+04
pre-recon pre-recon 2 0 92.500000 142.500000 1.367971e+04
pre-recon pre-recon 2 0 92.500000 147.500000 3.053214e+04
pre-recon pre-recon 2 0 92.500000 152.500000 1.386037e+04
pre-recon pre-recon 2 0 92.500000 157.500000 -2.295608e+03
pre-recon pre-recon 2 2 92.500000 22.500000 -3.784478e+02
pre-recon pre-recon 2 2 92.500000 27.500000 -3.097887e+03
