#catalogue_i	 catalogue_j     ell_i   ell_j	s_i		s_j		 Covij    
pre-recon pre-recon 0 2 142.500000 92.500000 -2.061283e-08
pre-recon pre-recon 0 2 142.500000 97.500000 4.009167e-08
pre-recon pre-recon 0 2 142.500000 102.500000 4.664081e-08
pre-recon pre-recon 0 2 142.500000 107.500000 4.339969e-08
pre-recon pre-recon 0 2 142.500000 112.500000 2.067835e-08
pre-recon pre-recon 0 2 142.500000 117.500000 -2.004696e-09
pre-recon pre-recon 0 2 142.500000 122.500000 5.370803e-09
pre-recon pre-recon 0 2 142.500000 127.500000 -2.804188e-08
pre-recon pre-recon 0 2 142.500000 132.500000 3.350907e-08
pre-recon pre-recon 0 2 142.500000 137.500000 -1.238115e-08
pre-recon pre-recon 0 2 142.500000 142.500000 2.189814e-08
pre-recon pre-recon 0 2 142.500000 147.500000 2.476661e-08
pre-recon pre-recon 0 2 142.500000 152.500000 -1.894048e-08
pre-recon pre-recon 0 2 142.500000 157.500000 -4.958178e-09
pre-recon pre-recon 0 4 142.500000 22.500000 -2.997447e-07
pre-recon pre-recon 0 4 142.500000 27.500000 8.662564e-08
pre-recon pre-recon 0 4 142.500000 32.500000 -2.415152e-08
pre-recon pre-recon 0 4 142.500000 37.500000 -1.863391e-07
pre-recon pre-recon 0 4 142.500000 42.500000 4.602162e-08
pre-recon pre-recon 0 4 142.500000 47.500000 -2.305764e-07
pre-recon pre-recon 0 4 142.500000 52.500000 7.580608e-08
pre-recon pre-recon 0 4 142.500000 57.500000 -1.095637e-07
pre-recon pre-recon 0 4 142.500000 62.500000 1.385318e-07
pre-recon pre-recon 0 4 142.500000 67.500000 2.012228e-07
pre-recon pre-recon 0 4 142.500000 72.500000 4.856250e-09
pre-recon pre-recon 0 4 142.500000 77.500000 -1.634481e-08
pre-recon pre-recon 0 4 142.500000 82.500000 1.529423e-08
pre-recon pre-recon 0 4 142.500000 87.500000 -1.296714e-07
pre-recon pre-recon 0 4 142.500000 92.500000 -6.710771e-08
pre-recon pre-recon 0 4 142.500000 97.500000 -1.148311e-07
pre-recon pre-recon 0 4 142.500000 102.500000 -3.076230e-08
pre-recon pre-recon 0 4 142.500000 107.500000 -2.489092e-08
pre-recon pre-recon 0 4 142.500000 112.500000 1.479388e-08
pre-recon pre-recon 0 4 142.500000 117.500000 -1.369233e-08
pre-recon pre-recon 0 4 142.500000 122.500000 5.380543e-08
pre-recon pre-recon 0 4 142.500000 127.500000 -8.348363e-09
pre-recon pre-recon 0 4 142.500000 132.500000 -6.714670e-08
pre-recon pre-recon 0 4 142.500000 137.500000 4.068738e-08
pre-recon pre-recon 0 4 142.500000 142.500000 -8.584565e-08
pre-recon pre-recon 0 4 142.500000 147.500000 -3.168386e-08
pre-recon pre-recon 0 4 142.500000 152.500000 6.434584e-09
pre-recon pre-recon 0 4 142.500000 157.500000 4.482066e-08
pre-recon pre-recon 0 0 147.500000 22.500000 1.803308e-08
pre-recon pre-recon 0 0 147.500000 27.500000 -2.918649e-08
pre-recon pre-recon 0 0 147.500000 32.500000 4.727643e-08
pre-recon pre-recon 0 0 147.500000 37.500000 3.385383e-08
pre-recon pre-recon 0 0 147.500000 42.500000 -6.323360e-08
pre-recon pre-recon 0 0 147.500000 47.500000 2.801177e-08
pre-recon pre-recon 0 0 147.500000 52.500000 -1.412773e-08
pre-recon pre-recon 0 0 147.500000 57.500000 4.188181e-08
pre-recon pre-recon 0 0 147.500000 62.500000 -1.508658e-08
pre-recon pre-recon 0 0 147.500000 67.500000 1.559093e-08
pre-recon pre-recon 0 0 147.500000 72.500000 1.987734e-08
pre-recon pre-recon 0 0 147.500000 77.500000 -2.835318e-08
pre-recon pre-recon 0 0 147.500000 82.500000 -2.757490e-09
pre-recon pre-recon 0 0 147.500000 87.500000 -2.374645e-08
pre-recon pre-recon 0 0 147.500000 92.500000 -1.669218e-08
pre-recon pre-recon 0 0 147.500000 97.500000 2.246439e-08
pre-recon pre-recon 0 0 147.500000 102.500000 3.143692e-09
pre-recon pre-recon 0 0 147.500000 107.500000 -4.323246e-09
pre-recon pre-recon 0 0 147.500000 112.500000 -3.557798e-09
pre-recon pre-recon 0 0 147.500000 117.500000 -1.188000e-08
pre-recon pre-recon 0 0 147.500000 122.500000 3.374448e-08
pre-recon pre-recon 0 0 147.500000 127.500000 1.662413e-08
pre-recon pre-recon 0 0 147.500000 132.500000 2.718314e-08
pre-recon pre-recon 0 0 147.500000 137.500000 4.697497e-08
pre-recon pre-recon 0 0 147.500000 142.500000 6.329654e-08
pre-recon pre-recon 0 0 147.500000 147.500000 4.658073e-07
pre-recon pre-recon 0 0 147.500000 152.500000 6.522358e-08
pre-recon pre-recon 0 0 147.500000 157.500000 1.907864e-08
pre-recon pre-recon 0 2 147.500000 22.500000 -1.226675e-07
pre-recon pre-recon 0 2 147.500000 27.500000 -3.385321e-08
pre-recon pre-recon 0 2 147.500000 32.500000 8.549952e-08
pre-recon pre-recon 0 2 147.500000 37.500000 1.427244e-07
pre-recon pre-recon 0 2 147.500000 42.500000 -1.123458e-07
pre-recon pre-recon 0 2 147.500000 47.500000 -1.624142e-08
pre-recon pre-recon 0 2 147.500000 52.500000 1.543389e-07
pre-recon pre-recon 0 2 147.500000 57.500000 2.447538e-08
pre-recon pre-recon 0 2 147.500000 62.500000 -8.031349e-09
pre-recon pre-recon 0 2 147.500000 67.500000 -4.305770e-08
pre-recon pre-recon 0 2 147.500000 72.500000 -4.509777e-08
pre-recon pre-recon 0 2 147.500000 77.500000 9.206569e-09
pre-recon pre-recon 0 2 147.500000 82.500000 1.920150e-09
pre-recon pre-recon 0 2 147.500000 87.500000 4.704965e-08
pre-recon pre-recon 0 2 147.500000 92.500000 -7.166456e-08
pre-recon pre-recon 0 2 147.500000 97.500000 2.405248e-10
pre-recon pre-recon 0 2 147.500000 102.500000 -8.329097e-09
pre-recon pre-recon 0 2 147.500000 107.500000 2.951072e-08
pre-recon pre-recon 0 2 147.500000 112.500000 7.882946e-09
pre-recon pre-recon 0 2 147.500000 117.500000 -7.075784e-09
pre-recon pre-recon 0 2 147.500000 122.500000 -7.579555e-08
pre-recon pre-recon 0 2 147.500000 127.500000 4.558548e-08
pre-recon pre-recon 0 2 147.500000 132.500000 7.450309e-08
pre-recon pre-recon 0 2 147.500000 137.500000 5.278001e-08
pre-recon pre-recon 0 2 147.500000 142.500000 -3.813703e-08
pre-recon pre-recon 0 2 147.500000 147.500000 5.496533e-08
pre-recon pre-recon 0 2 147.500000 152.500000 -4.215963e-09
pre-recon pre-recon 0 2 147.500000 157.500000 6.895530e-08
pre-recon pre-recon 0 4 147.500000 22.500000 9.241758e-08
pre-recon pre-recon 0 4 147.500000 27.500000 6.712069e-08
pre-recon pre-recon 0 4 147.500000 32.500000 -1.474312e-07
pre-recon pre-recon 0 4 147.500000 37.500000 -1.793313e-07
pre-recon pre-recon 0 4 147.500000 42.500000 -7.324445e-08
pre-recon pre-recon 0 4 147.500000 47.500000 -3.388273e-07
pre-recon pre-recon 0 4 147.500000 52.500000 -1.394805e-07
pre-recon pre-recon 0 4 147.500000 57.500000 -4.307669e-08
pre-recon pre-recon 0 4 147.500000 62.500000 1.295620e-07
pre-recon pre-recon 0 4 147.500000 67.500000 2.574429e-08
pre-recon pre-recon 0 4 147.500000 72.500000 8.862895e-08
pre-recon pre-recon 0 4 147.500000 77.500000 9.850002e-08
pre-recon pre-recon 0 4 147.500000 82.500000 4.909087e-09
pre-recon pre-recon 0 4 147.500000 87.500000 3.582024e-08
pre-recon pre-recon 0 4 147.500000 92.500000 7.790839e-09
pre-recon pre-recon 0 4 147.500000 97.500000 -5.762545e-08
pre-recon pre-recon 0 4 147.500000 102.500000 1.135246e-07
pre-recon pre-recon 0 4 147.500000 107.500000 -1.399787e-08
pre-recon pre-recon 0 4 147.500000 112.500000 -6.369696e-08
pre-recon pre-recon 0 4 147.500000 117.500000 7.499137e-09
pre-recon pre-recon 0 4 147.500000 122.500000 -8.121503e-08
pre-recon pre-recon 0 4 147.500000 127.500000 4.084059e-08
pre-recon pre-recon 0 4 147.500000 132.500000 -1.010789e-08
pre-recon pre-recon 0 4 147.500000 137.500000 -9.953498e-08
pre-recon pre-recon 0 4 147.500000 142.500000 -1.218252e-07
pre-recon pre-recon 0 4 147.500000 147.500000 -6.275932e-08
pre-recon pre-recon 0 4 147.500000 152.500000 -5.396230e-08
pre-recon pre-recon 0 4 147.500000 157.500000 -4.249621e-09
pre-recon pre-recon 0 0 152.500000 22.500000 -1.727593e-07
pre-recon pre-recon 0 0 152.500000 27.500000 -5.281095e-08
pre-recon pre-recon 0 0 152.500000 32.500000 2.987928e-08
pre-recon pre-recon 0 0 152.500000 37.500000 -9.291505e-09
pre-recon pre-recon 0 0 152.500000 42.500000 -3.227868e-08
pre-recon pre-recon 0 0 152.500000 47.500000 2.829504e-08
pre-recon pre-recon 0 0 152.500000 52.500000 -1.126369e-08
pre-recon pre-recon 0 0 152.500000 57.500000 -2.549199e-08
pre-recon pre-recon 0 0 152.500000 62.500000 -2.752865e-08
pre-recon pre-recon 0 0 152.500000 67.500000 1.584448e-08
pre-recon pre-recon 0 0 152.500000 72.500000 1.256880e-08
pre-recon pre-recon 0 0 152.500000 77.500000 -1.155061e-08
pre-recon pre-recon 0 0 152.500000 82.500000 -2.814417e-08
pre-recon pre-recon 0 0 152.500000 87.500000 6.264137e-09
pre-recon pre-recon 0 0 152.500000 92.500000 6.694740e-09
pre-recon pre-recon 0 0 152.500000 97.500000 -1.095874e-08
pre-recon pre-recon 0 0 152.500000 102.500000 -5.614162e-09
pre-recon pre-recon 0 0 152.500000 107.500000 2.706775e-08
pre-recon pre-recon 0 0 152.500000 112.500000 -4.916650e-09
pre-recon pre-recon 0 0 152.500000 117.500000 2.507575e-08
pre-recon pre-recon 0 0 152.500000 122.500000 1.931895e-08
pre-recon pre-recon 0 0 152.500000 127.500000 2.383693e-08
pre-recon pre-recon 0 0 152.500000 132.500000 4.219318e-08
pre-recon pre-recon 0 0 152.500000 137.500000 5.121284e-08
pre-recon pre-recon 0 0 152.500000 142.500000 4.167205e-08
pre-recon pre-recon 0 0 152.500000 147.500000 6.522358e-08
pre-recon pre-recon 0 0 152.500000 152.500000 4.223539e-07
pre-recon pre-recon 0 0 152.500000 157.500000 6.448475e-08
pre-recon pre-recon 0 2 152.500000 22.500000 4.176977e-08
pre-recon pre-recon 0 2 152.500000 27.500000 -6.431270e-09
pre-recon pre-recon 0 2 152.500000 32.500000 -7.221035e-08
pre-recon pre-recon 0 2 152.500000 37.500000 2.465817e-08
pre-recon pre-recon 0 2 152.500000 42.500000 2.223573e-09
pre-recon pre-recon 0 2 152.500000 47.500000 5.369688e-08
pre-recon pre-recon 0 2 152.500000 52.500000 4.081133e-09
pre-recon pre-recon 0 2 152.500000 57.500000 -3.180393e-08
pre-recon pre-recon 0 2 152.500000 62.500000 -5.037089e-08
pre-recon pre-recon 0 2 152.500000 67.500000 -2.960821e-08
pre-recon pre-recon 0 2 152.500000 72.500000 -4.072110e-08
pre-recon pre-recon 0 2 152.500000 77.500000 -9.315362e-08
pre-recon pre-recon 0 2 152.500000 82.500000 2.762047e-08
pre-recon pre-recon 0 2 152.500000 87.500000 1.065501e-08
pre-recon pre-recon 0 2 152.500000 92.500000 -3.873936e-08
pre-recon pre-recon 0 2 152.500000 97.500000 -3.962925e-08
pre-recon pre-recon 0 2 152.500000 102.500000 3.220519e-08
pre-recon pre-recon 0 2 152.500000 107.500000 2.419657e-08
pre-recon pre-recon 0 2 152.500000 112.500000 -1.214870e-09
pre-recon pre-recon 0 2 152.500000 117.500000 6.989280e-09
pre-recon pre-recon 0 2 152.500000 122.500000 -1.494887e-08
pre-recon pre-recon 0 2 152.500000 127.500000 -2.625778e-09
pre-recon pre-recon 0 2 152.500000 132.500000 9.831524e-08
pre-recon pre-recon 0 2 152.500000 137.500000 6.236220e-09
pre-recon pre-recon 0 2 152.500000 142.500000 1.993842e-08
pre-recon pre-recon 0 2 152.500000 147.500000 -2.029215e-08
pre-recon pre-recon 0 2 152.500000 152.500000 1.361311e-08
pre-recon pre-recon 0 2 152.500000 157.500000 2.507882e-08
pre-recon pre-recon 0 4 152.500000 22.500000 -3.087046e-07
pre-recon pre-recon 0 4 152.500000 27.500000 5.688362e-07
pre-recon pre-recon 0 4 152.500000 32.500000 -2.973084e-08
pre-recon pre-recon 0 4 152.500000 37.500000 -1.195276e-07
pre-recon pre-recon 0 4 152.500000 42.500000 5.647606e-08
pre-recon pre-recon 0 4 152.500000 47.500000 -1.414060e-07
pre-recon pre-recon 0 4 152.500000 52.500000 -7.508915e-08
pre-recon pre-recon 0 4 152.500000 57.500000 3.665345e-08
pre-recon pre-recon 0 4 152.500000 62.500000 -1.065293e-07
pre-recon pre-recon 0 4 152.500000 67.500000 4.268311e-08
pre-recon pre-recon 0 4 152.500000 72.500000 -3.690548e-08
pre-recon pre-recon 0 4 152.500000 77.500000 3.407961e-08
pre-recon pre-recon 0 4 152.500000 82.500000 1.202972e-08
pre-recon pre-recon 0 4 152.500000 87.500000 -3.401108e-08
pre-recon pre-recon 0 4 152.500000 92.500000 1.099314e-07
pre-recon pre-recon 0 4 152.500000 97.500000 -6.313510e-08
pre-recon pre-recon 0 4 152.500000 102.500000 7.638794e-08
pre-recon pre-recon 0 4 152.500000 107.500000 7.091524e-08
pre-recon pre-recon 0 4 152.500000 112.500000 2.804348e-08
pre-recon pre-recon 0 4 152.500000 117.500000 -1.859747e-09
pre-recon pre-recon 0 4 152.500000 122.500000 4.503758e-08
pre-recon pre-recon 0 4 152.500000 127.500000 3.585024e-08
pre-recon pre-recon 0 4 152.500000 132.500000 2.948871e-08
pre-recon pre-recon 0 4 152.500000 137.500000 4.006364e-08
pre-recon pre-recon 0 4 152.500000 142.500000 -2.995128e-08
pre-recon pre-recon 0 4 152.500000 147.500000 9.315336e-08
pre-recon pre-recon 0 4 152.500000 152.500000 7.856905e-08
pre-recon pre-recon 0 4 152.500000 157.500000 8.051543e-08
pre-recon pre-recon 0 0 157.500000 22.500000 -9.111928e-08
pre-recon pre-recon 0 0 157.500000 27.500000 7.861049e-08
pre-recon pre-recon 0 0 157.500000 32.500000 5.755300e-08
pre-recon pre-recon 0 0 157.500000 37.500000 1.022840e-08
pre-recon pre-recon 0 0 157.500000 42.500000 1.178893e-08
pre-recon pre-recon 0 0 157.500000 47.500000 3.975953e-08
pre-recon pre-recon 0 0 157.500000 52.500000 -1.651167e-08
pre-recon pre-recon 0 0 157.500000 57.500000 -5.984626e-08
pre-recon pre-recon 0 0 157.500000 62.500000 1.276702e-08
pre-recon pre-recon 0 0 157.500000 67.500000 2.798493e-08
pre-recon pre-recon 0 0 157.500000 72.500000 4.420094e-08
pre-recon pre-recon 0 0 157.500000 77.500000 1.808315e-08
pre-recon pre-recon 0 0 157.500000 82.500000 -1.902257e-08
pre-recon pre-recon 0 0 157.500000 87.500000 1.611157e-08
pre-recon pre-recon 0 0 157.500000 92.500000 -5.088058e-09
pre-recon pre-recon 0 0 157.500000 97.500000 1.516415e-08
pre-recon pre-recon 0 0 157.500000 102.500000 8.668917e-09
pre-recon pre-recon 0 0 157.500000 107.500000 2.990906e-08
pre-recon pre-recon 0 0 157.500000 112.500000 1.819760e-08
pre-recon pre-recon 0 0 157.500000 117.500000 1.042714e-08
pre-recon pre-recon 0 0 157.500000 122.500000 2.308595e-08
pre-recon pre-recon 0 0 157.500000 127.500000 1.740360e-08
pre-recon pre-recon 0 0 157.500000 132.500000 5.260258e-08
pre-recon pre-recon 0 0 157.500000 137.500000 2.804088e-08
pre-recon pre-recon 0 0 157.500000 142.500000 2.377125e-08
pre-recon pre-recon 0 0 157.500000 147.500000 1.907864e-08
pre-recon pre-recon 0 0 157.500000 152.500000 6.448475e-08
pre-recon pre-recon 0 0 157.500000 157.500000 3.967126e-07
pre-recon pre-recon 0 2 157.500000 22.500000 -1.043745e-07
pre-recon pre-recon 0 2 157.500000 27.500000 -1.501416e-07
pre-recon pre-recon 0 2 157.500000 32.500000 -9.678109e-08
pre-recon pre-recon 0 2 157.500000 37.500000 4.899870e-08
pre-recon pre-recon 0 2 157.500000 42.500000 -2.370495e-07
pre-recon pre-recon 0 2 157.500000 47.500000 2.903323e-08
pre-recon pre-recon 0 2 157.500000 52.500000 -4.716743e-08
pre-recon pre-recon 0 2 157.500000 57.500000 -1.239045e-07
pre-recon pre-recon 0 2 157.500000 62.500000 -4.503808e-08
pre-recon pre-recon 0 2 157.500000 67.500000 -3.144502e-08
pre-recon pre-recon 0 2 157.500000 72.500000 1.154493e-08
pre-recon pre-recon 0 2 157.500000 77.500000 -2.557465e-08
pre-recon pre-recon 0 2 157.500000 82.500000 1.145311e-08
pre-recon pre-recon 0 2 157.500000 87.500000 -1.936212e-08
pre-recon pre-recon 0 2 157.500000 92.500000 1.021337e-08
pre-recon pre-recon 0 2 157.500000 97.500000 2.441560e-08
pre-recon pre-recon 0 2 157.500000 102.500000 5.518225e-10
pre-recon pre-recon 0 2 157.500000 107.500000 6.302920e-08
pre-recon pre-recon 0 2 157.500000 112.500000 4.108572e-08
pre-recon pre-recon 0 2 157.500000 117.500000 3.914492e-08
pre-recon pre-recon 0 2 157.500000 122.500000 2.001100e-08
pre-recon pre-recon 0 2 157.500000 127.500000 6.115406e-08
pre-recon pre-recon 0 2 157.500000 132.500000 5.873003e-08
pre-recon pre-recon 0 2 157.500000 137.500000 2.463413e-08
pre-recon pre-recon 0 2 157.500000 142.500000 5.044446e-08
pre-recon pre-recon 0 2 157.500000 147.500000 4.306429e-08
pre-recon pre-recon 0 2 157.500000 152.500000 5.279479e-08
pre-recon pre-recon 0 2 157.500000 157.500000 1.663283e-08
pre-recon pre-recon 0 4 157.500000 22.500000 -1.668489e-07
pre-recon pre-recon 0 4 157.500000 27.500000 -2.207907e-07
pre-recon pre-recon 0 4 157.500000 32.500000 3.429181e-08
pre-recon pre-recon 0 4 157.500000 37.500000 6.629527e-08
pre-recon pre-recon 0 4 157.500000 42.500000 1.316063e-07
pre-recon pre-recon 0 4 157.500000 47.500000 -4.622366e-08
pre-recon pre-recon 0 4 157.500000 52.500000 -3.432450e-08
pre-recon pre-recon 0 4 157.500000 57.500000 -1.146211e-07
pre-recon pre-recon 0 4 157.500000 62.500000 -5.330889e-08
pre-recon pre-recon 0 4 157.500000 67.500000 7.360900e-08
pre-recon pre-recon 0 4 157.500000 72.500000 -6.428268e-08
pre-recon pre-recon 0 4 157.500000 77.500000 -3.270475e-08
pre-recon pre-recon 0 4 157.500000 82.500000 1.139370e-07
pre-recon pre-recon 0 4 157.500000 87.500000 -3.816727e-08
pre-recon pre-recon 0 4 157.500000 92.500000 1.461366e-07
pre-recon pre-recon 0 4 157.500000 97.500000 -9.422195e-08
pre-recon pre-recon 0 4 157.500000 102.500000 1.818999e-08
pre-recon pre-recon 0 4 157.500000 107.500000 -8.344043e-09
pre-recon pre-recon 0 4 157.500000 112.500000 9.279938e-09
pre-recon pre-recon 0 4 157.500000 117.500000 1.588335e-08
pre-recon pre-recon 0 4 157.500000 122.500000 1.505346e-07
pre-recon pre-recon 0 4 157.500000 127.500000 1.739572e-08
pre-recon pre-recon 0 4 157.500000 132.500000 6.768904e-08
pre-recon pre-recon 0 4 157.500000 137.500000 8.283700e-08
pre-recon pre-recon 0 4 157.500000 142.500000 5.160849e-08
pre-recon pre-recon 0 4 157.500000 147.500000 5.936532e-08
pre-recon pre-recon 0 4 157.500000 152.500000 9.864384e-09
pre-recon pre-recon 0 4 157.500000 157.500000 4.270328e-08
pre-recon pre-recon 2 0 22.500000 22.500000 3.484825e-07
pre-recon pre-recon 2 0 22.500000 27.500000 -1.549609e-07
pre-recon pre-recon 2 0 22.500000 32.500000 4.082162e-07
pre-recon pre-recon 2 0 22.500000 37.500000 5.928426e-07
pre-recon pre-recon 2 0 22.500000 42.500000 1.364202e-06
pre-recon pre-recon 2 0 22.500000 47.500000 -1.099509e-06
pre-recon pre-recon 2 0 22.500000 52.500000 -6.659327e-07
pre-recon pre-recon 2 0 22.500000 57.500000 2.122900e-07
pre-recon pre-recon 2 0 22.500000 62.500000 -3.641752e-07
pre-recon pre-recon 2 0 22.500000 67.500000 -8.597123e-08
pre-recon pre-recon 2 0 22.500000 72.500000 3.713319e-08
pre-recon pre-recon 2 0 22.500000 77.500000 5.081731e-08
pre-recon pre-recon 2 0 22.500000 82.500000 1.356613e-07
pre-recon pre-recon 2 0 22.500000 87.500000 3.419496e-07
pre-recon pre-recon 2 0 22.500000 92.500000 -8.720429e-08
pre-recon pre-recon 2 0 22.500000 97.500000 -3.320178e-08
pre-recon pre-recon 2 0 22.500000 102.500000 -2.562046e-07
pre-recon pre-recon 2 0 22.500000 107.500000 -2.569632e-07
pre-recon pre-recon 2 0 22.500000 112.500000 -3.625860e-07
pre-recon pre-recon 2 0 22.500000 117.500000 5.516376e-08
pre-recon pre-recon 2 0 22.500000 122.500000 -2.035833e-07
pre-recon pre-recon 2 0 22.500000 127.500000 -1.423907e-07
pre-recon pre-recon 2 0 22.500000 132.500000 -1.978134e-07
pre-recon pre-recon 2 0 22.500000 137.500000 -1.298483e-07
pre-recon pre-recon 2 0 22.500000 142.500000 -4.212109e-08
pre-recon pre-recon 2 0 22.500000 147.500000 -1.226675e-07
pre-recon pre-recon 2 0 22.500000 152.500000 4.176977e-08
pre-recon pre-recon 2 0 22.500000 157.500000 -1.043745e-07
pre-recon pre-recon 2 2 22.500000 22.500000 8.170993e-05
pre-recon pre-recon 2 2 22.500000 27.500000 1.851985e-06
pre-recon pre-recon 2 2 22.500000 32.500000 1.208425e-06
pre-recon pre-recon 2 2 22.500000 37.500000 3.305107e-06
pre-recon pre-recon 2 2 22.500000 42.500000 1.551392e-06
pre-recon pre-recon 2 2 22.500000 47.500000 -8.277633e-07
pre-recon pre-recon 2 2 22.500000 52.500000 1.294527e-06
pre-recon pre-recon 2 2 22.500000 57.500000 7.641729e-07
pre-recon pre-recon 2 2 22.500000 62.500000 -7.320016e-07
pre-recon pre-recon 2 2 22.500000 67.500000 -8.214385e-07
pre-recon pre-recon 2 2 22.500000 72.500000 -1.761004e-06
pre-recon pre-recon 2 2 22.500000 77.500000 5.785359e-07
pre-recon pre-recon 2 2 22.500000 82.500000 -1.956306e-07
pre-recon pre-recon 2 2 22.500000 87.500000 -7.998410e-07
pre-recon pre-recon 2 2 22.500000 92.500000 -2.456562e-07
pre-recon pre-recon 2 2 22.500000 97.500000 9.133655e-08
pre-recon pre-recon 2 2 22.500000 102.500000 -6.487814e-07
pre-recon pre-recon 2 2 22.500000 107.500000 -1.592406e-06
pre-recon pre-recon 2 2 22.500000 112.500000 -8.130181e-08
pre-recon pre-recon 2 2 22.500000 117.500000 1.162697e-07
pre-recon pre-recon 2 2 22.500000 122.500000 -1.176093e-07
pre-recon pre-recon 2 2 22.500000 127.500000 -8.284965e-07
pre-recon pre-recon 2 2 22.500000 132.500000 -2.174553e-08
pre-recon pre-recon 2 2 22.500000 137.500000 4.543236e-07
pre-recon pre-recon 2 2 22.500000 142.500000 -2.752600e-07
pre-recon pre-recon 2 2 22.500000 147.500000 -5.051411e-07
pre-recon pre-recon 2 2 22.500000 152.500000 1.664721e-07
pre-recon pre-recon 2 2 22.500000 157.500000 -3.539539e-07
pre-recon pre-recon 2 4 22.500000 22.500000 -6.915099e-06
pre-recon pre-recon 2 4 22.500000 27.500000 -1.114545e-06
pre-recon pre-recon 2 4 22.500000 32.500000 -1.252117e-06
pre-recon pre-recon 2 4 22.500000 37.500000 9.397197e-07
pre-recon pre-recon 2 4 22.500000 42.500000 1.135164e-06
pre-recon pre-recon 2 4 22.500000 47.500000 -7.704723e-07
pre-recon pre-recon 2 4 22.500000 52.500000 1.016692e-06
pre-recon pre-recon 2 4 22.500000 57.500000 -1.330070e-07
pre-recon pre-recon 2 4 22.500000 62.500000 -1.597070e-06
pre-recon pre-recon 2 4 22.500000 67.500000 -1.239563e-06
pre-recon pre-recon 2 4 22.500000 72.500000 7.178708e-07
pre-recon pre-recon 2 4 22.500000 77.500000 1.223167e-06
pre-recon pre-recon 2 4 22.500000 82.500000 2.978830e-07
pre-recon pre-recon 2 4 22.500000 87.500000 9.559170e-08
pre-recon pre-recon 2 4 22.500000 92.500000 4.499623e-07
pre-recon pre-recon 2 4 22.500000 97.500000 2.095714e-07
pre-recon pre-recon 2 4 22.500000 102.500000 9.543265e-07
pre-recon pre-recon 2 4 22.500000 107.500000 6.501856e-07
pre-recon pre-recon 2 4 22.500000 112.500000 1.070627e-06
pre-recon pre-recon 2 4 22.500000 117.500000 -3.376748e-07
pre-recon pre-recon 2 4 22.500000 122.500000 -2.147301e-07
pre-recon pre-recon 2 4 22.500000 127.500000 -4.217517e-07
pre-recon pre-recon 2 4 22.500000 132.500000 -8.889240e-07
pre-recon pre-recon 2 4 22.500000 137.500000 -6.787276e-07
pre-recon pre-recon 2 4 22.500000 142.500000 -2.543254e-07
pre-recon pre-recon 2 4 22.500000 147.500000 7.248162e-08
pre-recon pre-recon 2 4 22.500000 152.500000 9.214606e-08
pre-recon pre-recon 2 4 22.500000 157.500000 -4.396643e-08
pre-recon pre-recon 2 0 27.500000 22.500000 6.077151e-07
pre-recon pre-recon 2 0 27.500000 27.500000 -9.300125e-07
pre-recon pre-recon 2 0 27.500000 32.500000 -2.228224e-07
pre-recon pre-recon 2 0 27.500000 37.500000 -3.960381e-07
pre-recon pre-recon 2 0 27.500000 42.500000 -9.800581e-07
pre-recon pre-recon 2 0 27.500000 47.500000 5.148770e-07
pre-recon pre-recon 2 0 27.500000 52.500000 -2.323062e-07
pre-recon pre-recon 2 0 27.500000 57.500000 -3.051526e-07
pre-recon pre-recon 2 0 27.500000 62.500000 -3.648812e-07
pre-recon pre-recon 2 0 27.500000 67.500000 -4.993077e-07
pre-recon pre-recon 2 0 27.500000 72.500000 -4.033389e-07
pre-recon pre-recon 2 0 27.500000 77.500000 -7.927021e-08
pre-recon pre-recon 2 0 27.500000 82.500000 4.946925e-07
pre-recon pre-recon 2 0 27.500000 87.500000 1.631429e-07
pre-recon pre-recon 2 0 27.500000 92.500000 1.563558e-07
pre-recon pre-recon 2 0 27.500000 97.500000 1.675161e-07
pre-recon pre-recon 2 0 27.500000 102.500000 1.584362e-07
pre-recon pre-recon 2 0 27.500000 107.500000 -1.540594e-07
pre-recon pre-recon 2 0 27.500000 112.500000 -3.663899e-07
pre-recon pre-recon 2 0 27.500000 117.500000 1.814843e-07
pre-recon pre-recon 2 0 27.500000 122.500000 -2.901977e-07
pre-recon pre-recon 2 0 27.500000 127.500000 -4.885122e-08
pre-recon pre-recon 2 0 27.500000 132.500000 -1.847244e-07
pre-recon pre-recon 2 0 27.500000 137.500000 -1.812711e-07
pre-recon pre-recon 2 0 27.500000 142.500000 -2.440970e-07
pre-recon pre-recon 2 0 27.500000 147.500000 -3.385321e-08
pre-recon pre-recon 2 0 27.500000 152.500000 -6.431270e-09
pre-recon pre-recon 2 0 27.500000 157.500000 -1.501416e-07
pre-recon pre-recon 2 2 27.500000 22.500000 1.851985e-06
pre-recon pre-recon 2 2 27.500000 27.500000 5.211798e-05
pre-recon pre-recon 2 2 27.500000 32.500000 2.782664e-06
pre-recon pre-recon 2 2 27.500000 37.500000 1.839619e-06
pre-recon pre-recon 2 2 27.500000 42.500000 1.737476e-06
pre-recon pre-recon 2 2 27.500000 47.500000 9.465371e-08
pre-recon pre-recon 2 2 27.500000 52.500000 1.750099e-06
pre-recon pre-recon 2 2 27.500000 57.500000 7.803978e-07
pre-recon pre-recon 2 2 27.500000 62.500000 -8.018869e-07
pre-recon pre-recon 2 2 27.500000 67.500000 -7.022753e-09
pre-recon pre-recon 2 2 27.500000 72.500000 5.655355e-07
