#catalogue_i	 catalogue_j     ell_i   ell_j	s_i		s_j		 Covij    
pre-recon pre-recon 2 4 77.500000 112.500000 -2.565936e-07
pre-recon pre-recon 2 4 77.500000 117.500000 -9.155359e-08
pre-recon pre-recon 2 4 77.500000 122.500000 -1.738234e-08
pre-recon pre-recon 2 4 77.500000 127.500000 -3.440267e-07
pre-recon pre-recon 2 4 77.500000 132.500000 1.886804e-07
pre-recon pre-recon 2 4 77.500000 137.500000 -2.634403e-07
pre-recon pre-recon 2 4 77.500000 142.500000 -6.519203e-09
pre-recon pre-recon 2 4 77.500000 147.500000 1.000290e-07
pre-recon pre-recon 2 4 77.500000 152.500000 -2.388446e-07
pre-recon pre-recon 2 4 77.500000 157.500000 -3.254581e-07
pre-recon pre-recon 2 0 82.500000 22.500000 -4.301803e-08
pre-recon pre-recon 2 0 82.500000 27.500000 4.183052e-07
pre-recon pre-recon 2 0 82.500000 32.500000 -7.136151e-07
pre-recon pre-recon 2 0 82.500000 37.500000 -2.803790e-07
pre-recon pre-recon 2 0 82.500000 42.500000 -1.947495e-07
pre-recon pre-recon 2 0 82.500000 47.500000 1.901633e-07
pre-recon pre-recon 2 0 82.500000 52.500000 -1.862240e-08
pre-recon pre-recon 2 0 82.500000 57.500000 -9.239402e-08
pre-recon pre-recon 2 0 82.500000 62.500000 -2.705178e-08
pre-recon pre-recon 2 0 82.500000 67.500000 1.348283e-07
pre-recon pre-recon 2 0 82.500000 72.500000 6.494362e-08
pre-recon pre-recon 2 0 82.500000 77.500000 5.141972e-08
pre-recon pre-recon 2 0 82.500000 82.500000 1.910112e-08
pre-recon pre-recon 2 0 82.500000 87.500000 -1.208302e-08
pre-recon pre-recon 2 0 82.500000 92.500000 1.465785e-08
pre-recon pre-recon 2 0 82.500000 97.500000 1.714626e-07
pre-recon pre-recon 2 0 82.500000 102.500000 1.598523e-08
pre-recon pre-recon 2 0 82.500000 107.500000 -3.385446e-08
pre-recon pre-recon 2 0 82.500000 112.500000 -1.092653e-07
pre-recon pre-recon 2 0 82.500000 117.500000 -1.803949e-07
pre-recon pre-recon 2 0 82.500000 122.500000 -1.258261e-07
pre-recon pre-recon 2 0 82.500000 127.500000 6.306873e-08
pre-recon pre-recon 2 0 82.500000 132.500000 -7.478154e-08
pre-recon pre-recon 2 0 82.500000 137.500000 1.213636e-07
pre-recon pre-recon 2 0 82.500000 142.500000 5.375641e-09
pre-recon pre-recon 2 0 82.500000 147.500000 1.920150e-09
pre-recon pre-recon 2 0 82.500000 152.500000 2.762047e-08
pre-recon pre-recon 2 0 82.500000 157.500000 1.145311e-08
pre-recon pre-recon 2 2 82.500000 22.500000 -1.956306e-07
pre-recon pre-recon 2 2 82.500000 27.500000 4.859648e-07
pre-recon pre-recon 2 2 82.500000 32.500000 -1.902222e-07
pre-recon pre-recon 2 2 82.500000 37.500000 -2.478535e-07
pre-recon pre-recon 2 2 82.500000 42.500000 -1.023633e-06
pre-recon pre-recon 2 2 82.500000 47.500000 -6.315793e-09
pre-recon pre-recon 2 2 82.500000 52.500000 -3.084688e-07
pre-recon pre-recon 2 2 82.500000 57.500000 2.765628e-07
pre-recon pre-recon 2 2 82.500000 62.500000 3.124144e-07
pre-recon pre-recon 2 2 82.500000 67.500000 3.872921e-07
pre-recon pre-recon 2 2 82.500000 72.500000 5.074149e-07
pre-recon pre-recon 2 2 82.500000 77.500000 1.894346e-07
pre-recon pre-recon 2 2 82.500000 82.500000 6.420847e-06
pre-recon pre-recon 2 2 82.500000 87.500000 7.532588e-07
pre-recon pre-recon 2 2 82.500000 92.500000 5.319736e-07
pre-recon pre-recon 2 2 82.500000 97.500000 6.927751e-07
pre-recon pre-recon 2 2 82.500000 102.500000 3.782268e-07
pre-recon pre-recon 2 2 82.500000 107.500000 3.267227e-07
pre-recon pre-recon 2 2 82.500000 112.500000 4.057251e-07
pre-recon pre-recon 2 2 82.500000 117.500000 -1.459917e-07
pre-recon pre-recon 2 2 82.500000 122.500000 -6.598596e-08
pre-recon pre-recon 2 2 82.500000 127.500000 1.201575e-07
pre-recon pre-recon 2 2 82.500000 132.500000 -2.624964e-08
pre-recon pre-recon 2 2 82.500000 137.500000 8.063509e-08
pre-recon pre-recon 2 2 82.500000 142.500000 6.662209e-08
pre-recon pre-recon 2 2 82.500000 147.500000 3.245139e-07
pre-recon pre-recon 2 2 82.500000 152.500000 2.250403e-09
pre-recon pre-recon 2 2 82.500000 157.500000 1.112850e-07
pre-recon pre-recon 2 4 82.500000 22.500000 8.096798e-07
pre-recon pre-recon 2 4 82.500000 27.500000 -1.304567e-06
pre-recon pre-recon 2 4 82.500000 32.500000 9.606587e-07
pre-recon pre-recon 2 4 82.500000 37.500000 -2.389366e-07
pre-recon pre-recon 2 4 82.500000 42.500000 -3.590832e-07
pre-recon pre-recon 2 4 82.500000 47.500000 -6.039534e-07
pre-recon pre-recon 2 4 82.500000 52.500000 1.316397e-07
pre-recon pre-recon 2 4 82.500000 57.500000 -4.690123e-07
pre-recon pre-recon 2 4 82.500000 62.500000 1.110174e-07
pre-recon pre-recon 2 4 82.500000 67.500000 2.322762e-07
pre-recon pre-recon 2 4 82.500000 72.500000 2.796598e-07
pre-recon pre-recon 2 4 82.500000 77.500000 -4.363581e-07
pre-recon pre-recon 2 4 82.500000 82.500000 9.547845e-08
pre-recon pre-recon 2 4 82.500000 87.500000 1.931233e-07
pre-recon pre-recon 2 4 82.500000 92.500000 1.748066e-07
pre-recon pre-recon 2 4 82.500000 97.500000 -4.708269e-07
pre-recon pre-recon 2 4 82.500000 102.500000 3.076794e-07
pre-recon pre-recon 2 4 82.500000 107.500000 -1.984102e-07
pre-recon pre-recon 2 4 82.500000 112.500000 -1.498886e-07
pre-recon pre-recon 2 4 82.500000 117.500000 6.795797e-08
pre-recon pre-recon 2 4 82.500000 122.500000 5.277732e-08
pre-recon pre-recon 2 4 82.500000 127.500000 -1.752418e-07
pre-recon pre-recon 2 4 82.500000 132.500000 -1.000067e-07
pre-recon pre-recon 2 4 82.500000 137.500000 -2.139141e-07
pre-recon pre-recon 2 4 82.500000 142.500000 9.024969e-08
pre-recon pre-recon 2 4 82.500000 147.500000 -9.096222e-08
pre-recon pre-recon 2 4 82.500000 152.500000 2.031460e-07
pre-recon pre-recon 2 4 82.500000 157.500000 1.347983e-07
pre-recon pre-recon 2 0 87.500000 22.500000 -2.295704e-08
pre-recon pre-recon 2 0 87.500000 27.500000 -1.788842e-07
pre-recon pre-recon 2 0 87.500000 32.500000 -1.320634e-08
pre-recon pre-recon 2 0 87.500000 37.500000 1.863666e-08
pre-recon pre-recon 2 0 87.500000 42.500000 -1.097427e-07
pre-recon pre-recon 2 0 87.500000 47.500000 -3.115796e-07
pre-recon pre-recon 2 0 87.500000 52.500000 -1.570408e-07
pre-recon pre-recon 2 0 87.500000 57.500000 -2.481772e-07
pre-recon pre-recon 2 0 87.500000 62.500000 7.197638e-09
pre-recon pre-recon 2 0 87.500000 67.500000 5.839022e-08
pre-recon pre-recon 2 0 87.500000 72.500000 2.630729e-08
pre-recon pre-recon 2 0 87.500000 77.500000 -3.214836e-08
pre-recon pre-recon 2 0 87.500000 82.500000 9.542520e-08
pre-recon pre-recon 2 0 87.500000 87.500000 -1.268072e-07
pre-recon pre-recon 2 0 87.500000 92.500000 -6.281880e-09
pre-recon pre-recon 2 0 87.500000 97.500000 7.767433e-08
pre-recon pre-recon 2 0 87.500000 102.500000 -6.636306e-08
pre-recon pre-recon 2 0 87.500000 107.500000 3.898999e-08
pre-recon pre-recon 2 0 87.500000 112.500000 1.029651e-07
pre-recon pre-recon 2 0 87.500000 117.500000 -2.083681e-08
pre-recon pre-recon 2 0 87.500000 122.500000 3.579488e-08
pre-recon pre-recon 2 0 87.500000 127.500000 2.371685e-08
pre-recon pre-recon 2 0 87.500000 132.500000 1.843616e-08
pre-recon pre-recon 2 0 87.500000 137.500000 -1.745882e-08
pre-recon pre-recon 2 0 87.500000 142.500000 -1.865125e-08
pre-recon pre-recon 2 0 87.500000 147.500000 4.704965e-08
pre-recon pre-recon 2 0 87.500000 152.500000 1.065501e-08
pre-recon pre-recon 2 0 87.500000 157.500000 -1.936212e-08
pre-recon pre-recon 2 2 87.500000 22.500000 -7.998410e-07
pre-recon pre-recon 2 2 87.500000 27.500000 -1.343660e-07
pre-recon pre-recon 2 2 87.500000 32.500000 -2.420074e-07
pre-recon pre-recon 2 2 87.500000 37.500000 4.108617e-08
pre-recon pre-recon 2 2 87.500000 42.500000 1.637039e-07
pre-recon pre-recon 2 2 87.500000 47.500000 1.444808e-07
pre-recon pre-recon 2 2 87.500000 52.500000 2.734306e-07
pre-recon pre-recon 2 2 87.500000 57.500000 4.710837e-07
pre-recon pre-recon 2 2 87.500000 62.500000 4.555237e-07
pre-recon pre-recon 2 2 87.500000 67.500000 4.367571e-07
pre-recon pre-recon 2 2 87.500000 72.500000 5.241678e-07
pre-recon pre-recon 2 2 87.500000 77.500000 4.540912e-07
pre-recon pre-recon 2 2 87.500000 82.500000 7.532588e-07
pre-recon pre-recon 2 2 87.500000 87.500000 5.765784e-06
pre-recon pre-recon 2 2 87.500000 92.500000 6.430793e-07
pre-recon pre-recon 2 2 87.500000 97.500000 1.709801e-07
pre-recon pre-recon 2 2 87.500000 102.500000 -1.262954e-07
pre-recon pre-recon 2 2 87.500000 107.500000 -1.958093e-08
pre-recon pre-recon 2 2 87.500000 112.500000 1.795474e-07
pre-recon pre-recon 2 2 87.500000 117.500000 1.036248e-07
pre-recon pre-recon 2 2 87.500000 122.500000 1.963195e-08
pre-recon pre-recon 2 2 87.500000 127.500000 1.678269e-07
pre-recon pre-recon 2 2 87.500000 132.500000 5.334213e-08
pre-recon pre-recon 2 2 87.500000 137.500000 8.622894e-08
pre-recon pre-recon 2 2 87.500000 142.500000 9.083882e-08
pre-recon pre-recon 2 2 87.500000 147.500000 3.219654e-08
pre-recon pre-recon 2 2 87.500000 152.500000 1.060148e-08
pre-recon pre-recon 2 2 87.500000 157.500000 -3.950958e-08
pre-recon pre-recon 2 4 87.500000 22.500000 3.389209e-07
pre-recon pre-recon 2 4 87.500000 27.500000 -3.428832e-07
pre-recon pre-recon 2 4 87.500000 32.500000 2.367078e-08
pre-recon pre-recon 2 4 87.500000 37.500000 4.045352e-07
pre-recon pre-recon 2 4 87.500000 42.500000 3.467644e-07
pre-recon pre-recon 2 4 87.500000 47.500000 -2.059535e-07
pre-recon pre-recon 2 4 87.500000 52.500000 -9.910358e-08
pre-recon pre-recon 2 4 87.500000 57.500000 4.127699e-08
pre-recon pre-recon 2 4 87.500000 62.500000 1.589795e-07
pre-recon pre-recon 2 4 87.500000 67.500000 -1.223251e-08
pre-recon pre-recon 2 4 87.500000 72.500000 3.808766e-08
pre-recon pre-recon 2 4 87.500000 77.500000 -1.547574e-07
pre-recon pre-recon 2 4 87.500000 82.500000 -4.203091e-07
pre-recon pre-recon 2 4 87.500000 87.500000 4.428132e-08
pre-recon pre-recon 2 4 87.500000 92.500000 -3.243999e-07
pre-recon pre-recon 2 4 87.500000 97.500000 1.987575e-07
pre-recon pre-recon 2 4 87.500000 102.500000 8.974297e-08
pre-recon pre-recon 2 4 87.500000 107.500000 1.360178e-07
pre-recon pre-recon 2 4 87.500000 112.500000 1.832773e-07
pre-recon pre-recon 2 4 87.500000 117.500000 -1.406440e-07
pre-recon pre-recon 2 4 87.500000 122.500000 1.450798e-07
pre-recon pre-recon 2 4 87.500000 127.500000 2.739134e-07
pre-recon pre-recon 2 4 87.500000 132.500000 3.956229e-08
pre-recon pre-recon 2 4 87.500000 137.500000 1.587087e-07
pre-recon pre-recon 2 4 87.500000 142.500000 -1.796937e-09
pre-recon pre-recon 2 4 87.500000 147.500000 -1.103376e-07
pre-recon pre-recon 2 4 87.500000 152.500000 2.701679e-08
pre-recon pre-recon 2 4 87.500000 157.500000 2.267283e-07
pre-recon pre-recon 2 0 92.500000 22.500000 -4.623557e-08
pre-recon pre-recon 2 0 92.500000 27.500000 8.337708e-09
pre-recon pre-recon 2 0 92.500000 32.500000 2.528140e-08
pre-recon pre-recon 2 0 92.500000 37.500000 -9.440265e-08
pre-recon pre-recon 2 0 92.500000 42.500000 -1.360363e-07
pre-recon pre-recon 2 0 92.500000 47.500000 3.869287e-09
pre-recon pre-recon 2 0 92.500000 52.500000 -1.575421e-07
pre-recon pre-recon 2 0 92.500000 57.500000 -7.471773e-10
pre-recon pre-recon 2 0 92.500000 62.500000 -7.789332e-08
pre-recon pre-recon 2 0 92.500000 67.500000 2.354064e-07
pre-recon pre-recon 2 0 92.500000 72.500000 1.706171e-07
pre-recon pre-recon 2 0 92.500000 77.500000 -1.448214e-09
pre-recon pre-recon 2 0 92.500000 82.500000 -4.329664e-08
pre-recon pre-recon 2 0 92.500000 87.500000 -3.508796e-09
pre-recon pre-recon 2 0 92.500000 92.500000 -5.508263e-08
pre-recon pre-recon 2 0 92.500000 97.500000 1.045497e-07
pre-recon pre-recon 2 0 92.500000 102.500000 2.969212e-08
pre-recon pre-recon 2 0 92.500000 107.500000 4.184524e-08
pre-recon pre-recon 2 0 92.500000 112.500000 1.135338e-08
pre-recon pre-recon 2 0 92.500000 117.500000 -3.064676e-09
pre-recon pre-recon 2 0 92.500000 122.500000 7.403075e-08
pre-recon pre-recon 2 0 92.500000 127.500000 -1.903107e-08
pre-recon pre-recon 2 0 92.500000 132.500000 2.625287e-09
pre-recon pre-recon 2 0 92.500000 137.500000 1.155659e-07
pre-recon pre-recon 2 0 92.500000 142.500000 -2.061283e-08
pre-recon pre-recon 2 0 92.500000 147.500000 -7.166456e-08
pre-recon pre-recon 2 0 92.500000 152.500000 -3.873936e-08
pre-recon pre-recon 2 0 92.500000 157.500000 1.021337e-08
pre-recon pre-recon 2 2 92.500000 22.500000 -2.456562e-07
pre-recon pre-recon 2 2 92.500000 27.500000 5.309992e-07
pre-recon pre-recon 2 2 92.500000 32.500000 8.199138e-08
pre-recon pre-recon 2 2 92.500000 37.500000 -8.127429e-07
pre-recon pre-recon 2 2 92.500000 42.500000 9.008459e-07
pre-recon pre-recon 2 2 92.500000 47.500000 -2.607729e-07
pre-recon pre-recon 2 2 92.500000 52.500000 -2.867212e-07
pre-recon pre-recon 2 2 92.500000 57.500000 -1.682753e-08
pre-recon pre-recon 2 2 92.500000 62.500000 2.253246e-07
pre-recon pre-recon 2 2 92.500000 67.500000 5.223748e-07
pre-recon pre-recon 2 2 92.500000 72.500000 3.696875e-07
pre-recon pre-recon 2 2 92.500000 77.500000 6.330229e-07
pre-recon pre-recon 2 2 92.500000 82.500000 5.319736e-07
pre-recon pre-recon 2 2 92.500000 87.500000 6.430793e-07
pre-recon pre-recon 2 2 92.500000 92.500000 5.390046e-06
pre-recon pre-recon 2 2 92.500000 97.500000 5.973486e-07
pre-recon pre-recon 2 2 92.500000 102.500000 3.551859e-07
pre-recon pre-recon 2 2 92.500000 107.500000 4.303178e-07
pre-recon pre-recon 2 2 92.500000 112.500000 2.706909e-07
pre-recon pre-recon 2 2 92.500000 117.500000 1.406510e-07
pre-recon pre-recon 2 2 92.500000 122.500000 2.389773e-07
pre-recon pre-recon 2 2 92.500000 127.500000 2.104839e-07
pre-recon pre-recon 2 2 92.500000 132.500000 -9.806157e-08
pre-recon pre-recon 2 2 92.500000 137.500000 8.763216e-08
pre-recon pre-recon 2 2 92.500000 142.500000 1.382819e-07
pre-recon pre-recon 2 2 92.500000 147.500000 5.154772e-08
pre-recon pre-recon 2 2 92.500000 152.500000 -2.052978e-08
pre-recon pre-recon 2 2 92.500000 157.500000 2.661674e-08
pre-recon pre-recon 2 4 92.500000 22.500000 -8.293955e-07
pre-recon pre-recon 2 4 92.500000 27.500000 -8.378629e-07
pre-recon pre-recon 2 4 92.500000 32.500000 2.847782e-07
pre-recon pre-recon 2 4 92.500000 37.500000 2.752126e-07
pre-recon pre-recon 2 4 92.500000 42.500000 -5.265101e-08
pre-recon pre-recon 2 4 92.500000 47.500000 2.757927e-07
pre-recon pre-recon 2 4 92.500000 52.500000 -6.298001e-07
pre-recon pre-recon 2 4 92.500000 57.500000 1.517220e-08
pre-recon pre-recon 2 4 92.500000 62.500000 5.124590e-09
pre-recon pre-recon 2 4 92.500000 67.500000 2.534079e-07
pre-recon pre-recon 2 4 92.500000 72.500000 -8.975264e-08
pre-recon pre-recon 2 4 92.500000 77.500000 -2.099343e-07
pre-recon pre-recon 2 4 92.500000 82.500000 3.071526e-08
pre-recon pre-recon 2 4 92.500000 87.500000 1.428240e-08
pre-recon pre-recon 2 4 92.500000 92.500000 -5.770663e-08
pre-recon pre-recon 2 4 92.500000 97.500000 -5.286890e-08
pre-recon pre-recon 2 4 92.500000 102.500000 -1.434004e-07
pre-recon pre-recon 2 4 92.500000 107.500000 -1.965980e-08
pre-recon pre-recon 2 4 92.500000 112.500000 -2.149649e-07
pre-recon pre-recon 2 4 92.500000 117.500000 -1.706442e-07
pre-recon pre-recon 2 4 92.500000 122.500000 -1.374461e-07
pre-recon pre-recon 2 4 92.500000 127.500000 -9.794407e-08
pre-recon pre-recon 2 4 92.500000 132.500000 -1.471787e-07
pre-recon pre-recon 2 4 92.500000 137.500000 3.181111e-08
pre-recon pre-recon 2 4 92.500000 142.500000 -1.056762e-07
pre-recon pre-recon 2 4 92.500000 147.500000 -3.560627e-08
pre-recon pre-recon 2 4 92.500000 152.500000 7.435588e-08
pre-recon pre-recon 2 4 92.500000 157.500000 -2.501697e-07
pre-recon pre-recon 2 0 97.500000 22.500000 -2.430357e-07
pre-recon pre-recon 2 0 97.500000 27.500000 2.691327e-08
pre-recon pre-recon 2 0 97.500000 32.500000 -1.684789e-07
pre-recon pre-recon 2 0 97.500000 37.500000 -8.497020e-09
pre-recon pre-recon 2 0 97.500000 42.500000 -2.696975e-07
pre-recon pre-recon 2 0 97.500000 47.500000 -5.463343e-09
pre-recon pre-recon 2 0 97.500000 52.500000 1.438053e-07
pre-recon pre-recon 2 0 97.500000 57.500000 -1.516386e-07
pre-recon pre-recon 2 0 97.500000 62.500000 -9.197733e-08
pre-recon pre-recon 2 0 97.500000 67.500000 -6.707577e-08
pre-recon pre-recon 2 0 97.500000 72.500000 -3.643781e-08
pre-recon pre-recon 2 0 97.500000 77.500000 -1.506759e-07
pre-recon pre-recon 2 0 97.500000 82.500000 -4.048106e-08
pre-recon pre-recon 2 0 97.500000 87.500000 7.677242e-09
pre-recon pre-recon 2 0 97.500000 92.500000 7.277793e-09
pre-recon pre-recon 2 0 97.500000 97.500000 7.634593e-08
pre-recon pre-recon 2 0 97.500000 102.500000 -1.132974e-09
pre-recon pre-recon 2 0 97.500000 107.500000 -5.031144e-08
pre-recon pre-recon 2 0 97.500000 112.500000 -1.131169e-09
pre-recon pre-recon 2 0 97.500000 117.500000 7.291402e-08
pre-recon pre-recon 2 0 97.500000 122.500000 9.875264e-09
pre-recon pre-recon 2 0 97.500000 127.500000 7.016282e-08
pre-recon pre-recon 2 0 97.500000 132.500000 4.184753e-08
pre-recon pre-recon 2 0 97.500000 137.500000 7.072306e-08
pre-recon pre-recon 2 0 97.500000 142.500000 4.009167e-08
pre-recon pre-recon 2 0 97.500000 147.500000 2.405248e-10
pre-recon pre-recon 2 0 97.500000 152.500000 -3.962925e-08
pre-recon pre-recon 2 0 97.500000 157.500000 2.441560e-08
pre-recon pre-recon 2 2 97.500000 22.500000 9.133655e-08
pre-recon pre-recon 2 2 97.500000 27.500000 1.702953e-07
pre-recon pre-recon 2 2 97.500000 32.500000 -4.259686e-07
pre-recon pre-recon 2 2 97.500000 37.500000 5.649305e-07
pre-recon pre-recon 2 2 97.500000 42.500000 -1.282276e-07
pre-recon pre-recon 2 2 97.500000 47.500000 4.671681e-07
pre-recon pre-recon 2 2 97.500000 52.500000 -2.441352e-07
pre-recon pre-recon 2 2 97.500000 57.500000 -6.262898e-08
pre-recon pre-recon 2 2 97.500000 62.500000 3.728522e-07
pre-recon pre-recon 2 2 97.500000 67.500000 -1.434644e-07
pre-recon pre-recon 2 2 97.500000 72.500000 5.509248e-07
pre-recon pre-recon 2 2 97.500000 77.500000 5.093847e-07
pre-recon pre-recon 2 2 97.500000 82.500000 6.927751e-07
pre-recon pre-recon 2 2 97.500000 87.500000 1.709801e-07
pre-recon pre-recon 2 2 97.500000 92.500000 5.973486e-07
pre-recon pre-recon 2 2 97.500000 97.500000 4.506309e-06
pre-recon pre-recon 2 2 97.500000 102.500000 3.960250e-07
pre-recon pre-recon 2 2 97.500000 107.500000 5.268644e-07
pre-recon pre-recon 2 2 97.500000 112.500000 4.035190e-07
pre-recon pre-recon 2 2 97.500000 117.500000 2.026145e-07
pre-recon pre-recon 2 2 97.500000 122.500000 1.961806e-07
pre-recon pre-recon 2 2 97.500000 127.500000 -1.944704e-07
pre-recon pre-recon 2 2 97.500000 132.500000 -5.272039e-08
pre-recon pre-recon 2 2 97.500000 137.500000 6.187882e-08
pre-recon pre-recon 2 2 97.500000 142.500000 -1.277862e-08
pre-recon pre-recon 2 2 97.500000 147.500000 1.255243e-07
pre-recon pre-recon 2 2 97.500000 152.500000 6.237573e-08
pre-recon pre-recon 2 2 97.500000 157.500000 -7.487017e-08
pre-recon pre-recon 2 4 97.500000 22.500000 -1.409484e-07
pre-recon pre-recon 2 4 97.500000 27.500000 -9.677501e-07
pre-recon pre-recon 2 4 97.500000 32.500000 -1.393831e-07
pre-recon pre-recon 2 4 97.500000 37.500000 -7.670588e-08
pre-recon pre-recon 2 4 97.500000 42.500000 4.713490e-08
pre-recon pre-recon 2 4 97.500000 47.500000 5.782915e-07
pre-recon pre-recon 2 4 97.500000 52.500000 2.018762e-07
pre-recon pre-recon 2 4 97.500000 57.500000 -3.870648e-08
pre-recon pre-recon 2 4 97.500000 62.500000 -1.708941e-07
pre-recon pre-recon 2 4 97.500000 67.500000 -3.820679e-07
pre-recon pre-recon 2 4 97.500000 72.500000 -1.856610e-07
pre-recon pre-recon 2 4 97.500000 77.500000 -8.481962e-08
pre-recon pre-recon 2 4 97.500000 82.500000 3.406921e-09
pre-recon pre-recon 2 4 97.500000 87.500000 2.943353e-07
pre-recon pre-recon 2 4 97.500000 92.500000 -5.887198e-08
pre-recon pre-recon 2 4 97.500000 97.500000 -1.522597e-07
pre-recon pre-recon 2 4 97.500000 102.500000 2.465199e-07
pre-recon pre-recon 2 4 97.500000 107.500000 -2.231124e-07
pre-recon pre-recon 2 4 97.500000 112.500000 -1.218679e-07
pre-recon pre-recon 2 4 97.500000 117.500000 4.221740e-08
pre-recon pre-recon 2 4 97.500000 122.500000 -6.995521e-08
pre-recon pre-recon 2 4 97.500000 127.500000 -2.931921e-07
pre-recon pre-recon 2 4 97.500000 132.500000 -1.859268e-07
pre-recon pre-recon 2 4 97.500000 137.500000 -3.492373e-07
pre-recon pre-recon 2 4 97.500000 142.500000 7.713276e-09
pre-recon pre-recon 2 4 97.500000 147.500000 -2.807822e-07
pre-recon pre-recon 2 4 97.500000 152.500000 1.868780e-08
pre-recon pre-recon 2 4 97.500000 157.500000 5.392101e-08
pre-recon pre-recon 2 0 102.500000 22.500000 4.649808e-08
pre-recon pre-recon 2 0 102.500000 27.500000 -4.692497e-07
pre-recon pre-recon 2 0 102.500000 32.500000 -1.822381e-07
pre-recon pre-recon 2 0 102.500000 37.500000 -6.141732e-08
pre-recon pre-recon 2 0 102.500000 42.500000 1.445887e-07
pre-recon pre-recon 2 0 102.500000 47.500000 1.081328e-07
pre-recon pre-recon 2 0 102.500000 52.500000 -2.659997e-08
pre-recon pre-recon 2 0 102.500000 57.500000 2.447413e-08
pre-recon pre-recon 2 0 102.500000 62.500000 -1.234840e-07
pre-recon pre-recon 2 0 102.500000 67.500000 3.761460e-08
pre-recon pre-recon 2 0 102.500000 72.500000 -1.168420e-07
pre-recon pre-recon 2 0 102.500000 77.500000 -5.452681e-08
pre-recon pre-recon 2 0 102.500000 82.500000 -4.401455e-08
pre-recon pre-recon 2 0 102.500000 87.500000 4.962812e-08
pre-recon pre-recon 2 0 102.500000 92.500000 -3.727130e-08
pre-recon pre-recon 2 0 102.500000 97.500000 8.731066e-08
pre-recon pre-recon 2 0 102.500000 102.500000 2.802736e-09
pre-recon pre-recon 2 0 102.500000 107.500000 3.447197e-08
pre-recon pre-recon 2 0 102.500000 112.500000 -9.650838e-08
pre-recon pre-recon 2 0 102.500000 117.500000 6.732400e-09
pre-recon pre-recon 2 0 102.500000 122.500000 1.028886e-08
pre-recon pre-recon 2 0 102.500000 127.500000 6.110088e-08
pre-recon pre-recon 2 0 102.500000 132.500000 -2.827788e-08
pre-recon pre-recon 2 0 102.500000 137.500000 -2.637303e-09
pre-recon pre-recon 2 0 102.500000 142.500000 4.664081e-08
pre-recon pre-recon 2 0 102.500000 147.500000 -8.329097e-09
pre-recon pre-recon 2 0 102.500000 152.500000 3.220519e-08
pre-recon pre-recon 2 0 102.500000 157.500000 5.518225e-10
pre-recon pre-recon 2 2 102.500000 22.500000 -6.487814e-07
pre-recon pre-recon 2 2 102.500000 27.500000 5.130350e-07
pre-recon pre-recon 2 2 102.500000 32.500000 3.101920e-07
pre-recon pre-recon 2 2 102.500000 37.500000 -8.923847e-08
pre-recon pre-recon 2 2 102.500000 42.500000 -3.250680e-08
pre-recon pre-recon 2 2 102.500000 47.500000 4.837772e-07
pre-recon pre-recon 2 2 102.500000 52.500000 -1.445129e-07
pre-recon pre-recon 2 2 102.500000 57.500000 -1.590207e-09
pre-recon pre-recon 2 2 102.500000 62.500000 1.148429e-07
pre-recon pre-recon 2 2 102.500000 67.500000 1.979880e-07
pre-recon pre-recon 2 2 102.500000 72.500000 4.003111e-07
pre-recon pre-recon 2 2 102.500000 77.500000 5.419447e-08
pre-recon pre-recon 2 2 102.500000 82.500000 3.782268e-07
pre-recon pre-recon 2 2 102.500000 87.500000 -1.262954e-07
pre-recon pre-recon 2 2 102.500000 92.500000 3.551859e-07
pre-recon pre-recon 2 2 102.500000 97.500000 3.960250e-07
pre-recon pre-recon 2 2 102.500000 102.500000 4.265831e-06
pre-recon pre-recon 2 2 102.500000 107.500000 4.316215e-07
pre-recon pre-recon 2 2 102.500000 112.500000 2.956917e-07
pre-recon pre-recon 2 2 102.500000 117.500000 4.970580e-07
pre-recon pre-recon 2 2 102.500000 122.500000 3.244116e-07
pre-recon pre-recon 2 2 102.500000 127.500000 8.614452e-08
pre-recon pre-recon 2 2 102.500000 132.500000 4.345520e-08
pre-recon pre-recon 2 2 102.500000 137.500000 1.611477e-07
pre-recon pre-recon 2 2 102.500000 142.500000 2.529940e-07
pre-recon pre-recon 2 2 102.500000 147.500000 2.223158e-07
pre-recon pre-recon 2 2 102.500000 152.500000 2.606587e-07
pre-recon pre-recon 2 2 102.500000 157.500000 1.414640e-07
pre-recon pre-recon 2 4 102.500000 22.500000 -5.875958e-07
pre-recon pre-recon 2 4 102.500000 27.500000 -1.398578e-07
pre-recon pre-recon 2 4 102.500000 32.500000 -5.428871e-07
pre-recon pre-recon 2 4 102.500000 37.500000 3.184924e-07
pre-recon pre-recon 2 4 102.500000 42.500000 8.028190e-07
pre-recon pre-recon 2 4 102.500000 47.500000 5.467731e-08
pre-recon pre-recon 2 4 102.500000 52.500000 1.994253e-07
pre-recon pre-recon 2 4 102.500000 57.500000 4.413219e-07
pre-recon pre-recon 2 4 102.500000 62.500000 -1.234629e-08
pre-recon pre-recon 2 4 102.500000 67.500000 4.905023e-08
pre-recon pre-recon 2 4 102.500000 72.500000 -1.165469e-07
pre-recon pre-recon 2 4 102.500000 77.500000 -3.116516e-07
pre-recon pre-recon 2 4 102.500000 82.500000 -8.423630e-08
pre-recon pre-recon 2 4 102.500000 87.500000 -2.785498e-07
pre-recon pre-recon 2 4 102.500000 92.500000 -1.235532e-08
